NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050
150000000376;2015;14;M;1;1;1;1;10;1;;0;;;;;;;;0;;;;4309209;Gravataí;43;RS;1;1;1;1;235;231;242;246;657.4;705.3;591.1;732.3;DACCBCABEDDCBABBBDCDCDEBDCECABCBEACEEDBBEBAED;CEAEADACEADEDBDACBBEEEEEBADCEBCBACBBDDADCCBBD;99999DAABDBDEDBDCDAC*BCDDBEEAECCAABCDCCDBBCDEBEDAB;DCEDAACEBBDBEBEBCAACBEBDDACDCBEDDCCBADAADAACC;1;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;1;160;160;120;160;160;760;A;A;A;A;3;D;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;B;B;B;C;A;A;0;2;2;2;1;5;5;5;5;5;5;5;5;A;A;A;A;A;E;A;A;A
150000003053;2015;6;M;0;3;1;1;5;1;;0;;;;;;;;0;;;;3143302;Montes Claros;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;E;E;C;B;3;B;A;C;D;A;B;B;A;A;A;A;A;A;B;B;A;D;B;B;B;C;B;E;5;5;5;5;5;5;5;2;5;0;0;5;5;B;A;A;A;A;A;A;A;A
150000001161;2015;7;M;1;2;1;4;0;1;;0;;;;;;;;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;26;PE;2609600;Olinda;26;PE;1;1;1;1;238;234;241;245;528.5;531.1;511.3;566.5;DBCECECBDCCABADCDEBADABABDECECCEDBCADBBCEBCCA;EEBEDEBECEADDEBCCABCECDECDDAEDBEEBDCECEBADCCB;DEAAA99999EBDDDCBCDCEDEAEACCBCDCAEDCABCCEECCECCDCC;CADEBECBDADAABBBCABABCBDBDEEBEDBABDCBADADBCEA;0;DDCEEEABBBAADDEDBECBCABCAEDCBCAADBCEAAEEDCBCD;ADECAEAEDBDADEEACEBCECBACBBCEEBBDEACBCABDDADC;DEAACDCBDAEBDABBBEDEEBABDCDADBBEBDCDAECCEABDCECECC;BADEBCCDACCCACAAECEADCBEDAEAABDEDCBDECDBBBEED;1;120;120;120;140;140;640;E;C;D;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;B;B;A;B;D;D;5;5;5;5;5;5;5;5;5;0;0;5;;D;A;A;A;D;A;A;A;D
150000001335;2015;8;F;0;4;1;1;6;1;;0;;;;;;;;0;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;4;0;0;0;0;0;0;E;E;F;F;3;F;A;B;D;B;A;B;A;B;A;B;A;A;C;A;B;D;B;B;B;C;E;D;4;1;5;5;5;5;5;5;5;5;5;5;5;A;A;A;A;A;A;A;A;A
150000001219;2015;3;M;0;3;1;1;2;1;;0;;;;;;;;0;;;;3168606;Teófilo Otoni;31;MG;1;1;1;1;238;234;240;244;679.9;730.6;621.2;732.4;DDCEEECDCBABDECDDECBCDBAAEDCACCADBEEAADAACECD;ADECBEAEDBDDDEEACABCDCBACBBCEEABDEACACABDDADC;99999BAADABEDACEBADAECCECCDEEAACACCDCDABEEBBCECEBE;EBCBBEACABDDACCDBCCBACAECBDEBCCBEDDCCDDBBDCAB;1;DDCEEEABBBAADDEDBECBCABCAEDCBCAADBCEAAEEDCBCD;ADECAEAEDBDADEEACEBCECBACBBCEEBBDEACBCABDDADC;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;160;160;160;180;140;800;B;C;C;A;5;G;A;B;C;B;B;B;A;B;A;A;A;B;B;A;A;C;B;B;B;A;;;;;;;;5;5;0;5;3;5;1;;A;A;A;A;A;A;A;A;A
150000002884;2015;4;M;0;1;1;1;3;1;;0;;;;;;;;0;;;;4218004;Tijucas;42;SC;1;1;1;1;235;231;239;243;598.7;658;579;576.4;ACCDDCABCABBBDCAEDEEDDEBBDCCBDDCEAEDDBCBEDCAA;AEAEBDACEAACDBEECBBEEDECCADCCBCEABBABDDCCCABB;CBEAA99999BDEBECADEDBEAEAABEAEECEADEEEEDAEDDCDBACD;ADBEBDCADDCEBBDADACDBDBEBEACDBBACDBDECCEAEBDC;0;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;CDEAADCDBABDEBECECCDBBEBEABBABDCDADEEDCDAECCABBDCE;DBBBADCADAEAEDCADCBECAAEDACCCEBDECABDBEEDEBCC;1;120;80;100;120;60;480;D;C;B;F;4;F;A;D;C;B;A;B;B;B;A;B;A;B;D;A;B;D;B;C;B;C;C;D;4;4;3;5;4;4;5;3;5;5;5;5;5;C;A;A;A;A;D;A;A;A
150000002510;2015;2;F;0;1;1;2;0;2;1;0;3518800;Guarulhos;35;SP;2;1;1;0;;;;3518800;Guarulhos;35;SP;1;1;1;1;237;233;242;246;652.1;671.9;609.3;685.5;EAEDCCDBEAAEADBBBEBADDCABADCAAECDCCBBCACDCBAC;CABBDEDABAEBCEBBCACACEBDABEDBDADCEEAACDECAEAD;BEDAA99999BDEBBECDDCEDCADAEEAECCAABCEAEADBDDDBECEB;DEBDCCEEABDEABEBCCAEBAEDAAABCAADABAABDACDDDCB;0;EADDCCBEEDCEAABBBEEADBCABCDEDAADBECBAEBCACDDC;CABDDEDADCBBCEBCEACBCBBECBADBDADCEEEAADECAEAE;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;1;180;160;160;160;160;820;F;F;E;E;3;J;A;B;C;B;A;B;B;B;B;B;A;B;C;B;B;D;B;C;B;A;;;;;;;;5;5;3;5;1;5;5;;C;A;A;A;B;A;A;A;A
150000000658;2015;11;M;0;2;1;1;10;1;;0;;;;;;;;0;;;;2109601;Rosário;21;MA;1;1;1;1;237;233;239;243;381.6;589.3;534.2;584.1;DBECADECEBDACAADEEDEADEBBBDCEEBAAEBDBBDDEABED;CBBDDEDEEABBECBEEAEACBCCDBABEDEDEEDEABDAEAABE;AECDA99999BDEBECEBEDBDBEDEDAABECEABBDEEDAECCBADADC;CABCADACCEBEBDDDCDBCCADABAADACDDCCABDDDECEBDC;0;EADDCCBEEDCEAABBBEEADBCABCDEDAADBECBAEBCACDDC;CABDDEDADCBBCEBCEACBCBBECBADBDADCEEEAADECAEAE;CDEAADCDBABDEBECECCDBBEBEABBABDCDADEEDCDAECCABBDCE;DBBBADCADAEAEDCADCBECAAEDACCCEBDECABDBEEDEBCC;1;120;120;80;120;80;520;D;E;A;D;7;E;A;B;D;A;A;B;B;B;A;A;A;A;C;B;A;E;B;B;A;A;;;;;;;;5;5;1;2;2;5;4;;A;A;A;A;A;A;A;A;A
150000000434;2015;14;M;1;3;1;1;10;1;;0;;;;;;;;0;;;;2805703;Propriá;28;SE;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;B;B;A;A;5;K;A;B;D;A;B;B;A;B;A;B;A;A;B;B;A;C;B;B;B;C;E;D;5;5;5;5;2;5;5;1;2;0;0;0;0;D;A;A;A;A;D;D;C;A
150000000216;2015;11;F;2;1;1;1;10;1;;0;;;;;;;;0;;;;4318705;São Leopoldo;43;RS;1;1;1;1;238;234;242;246;607.5;606.1;573.2;701.1;CCBEBCDDABCEDDCDAEABBADBEDDCBCAEDBEECCBEADBCD;BCABCECEDEAADEECBEBCEABEBEBEEEBBDEAEACAEDBACB;CEDBA99999BDEBBECDBCEDADADEAAACCADAAEBEDBBDAEBECDD;DCEECBBDABDBDBDBCCCDBEEEDACAABDBADDEBDEDDBCEC;0;DDCEEEABBBAADDEDBECBCABCAEDCBCAADBCEAAEEDCBCD;ADECAEAEDBDADEEACEBCECBACBBCEEBBDEACBCABDDADC;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;1;140;100;120;120;20;500;E;D;C;B;2;E;A;B;C;B;A;B;B;B;A;B;A;B;C;B;A;B;B;B;B;C;H;D;4;5;5;5;5;5;5;3;5;5;5;5;4;A;A;A;A;A;A;A;A;A
150000000274;2015;10;M;1;1;1;3;0;1;;0;;;;;;;;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARANÁ;41;PR;4106902;Curitiba;41;PR;1;1;1;1;238;234;242;246;521.2;523.3;496.7;455.8;DEAACBCBDBCDABCDBACBECABCDDCEDABABAEDADBACBAE;DBADADCEBDADBEABDEBDEBCCBAEAEDBCDBABCCABCBCDA;ABEAB99999BAEDEACDEAABCDADBEAECEABCAABEDBBABABEABA;ADDEBDDBCCBBDBEBBCADACAABEAADDBEDCCAEDEDCEBAB;0;DDCEEEABBBAADDEDBECBCABCAEDCBCAADBCEAAEEDCBCD;ADECAEAEDBDADEEACEBCECBACBBCEEBBDEACBCABDDADC;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;1;120;120;120;120;80;560;E;E;A;D;2;G;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;C;B;B;B;C;C;D;0;5;3;5;5;5;5;3;5;1;0;5;5;A;A;A;A;C;A;B;B;D
150000000217;2015;10;M;0;1;1;1;9;1;;0;;;;;;;;0;;;;3550308;São Paulo;35;SP;1;1;1;1;235;231;240;244;477.3;553.3;523.9;429.5;DBCDDAECABECBBAADECBBCCDDABDBCACBBEDDBC.ADBEA;DEAEBDBCAADEAACEBADCECABEACBCACEEACBBEDCACCBD;99999DDABEBEDDBACABAECCBCDBAEDABCBEBEDDACCBBCACEED;EBCAADCBCEDECAAECEABBCACEECDADCBAAEDECCABEDAA;1;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;120;120;80;80;40;440;H;E;A;A;6;D;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;E;B;B;B;C;E;E;4;4;5;5;5;5;5;3;5;5;4;4;5;A;A;A;A;A;A;A;A;A
150000000164;2015;5;F;0;1;1;1;3;1;;0;;;;;;;;0;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;236;232;242;246;452.2;624.5;596.8;405.1;ADEEDCDCDDDCCCCEBECEEABCBDDDBCDCBCCCACDCEAEDD;BADCCBBDCACBEEDDDCBCABCEACDCCBCEAADDDAECEBADC;99999DDAEDCDEBBECDBCECCBDBBDAECCDCBCEDCCDBDBEBBEAB;DDEECCDDBCBCDCDAECACBCDCDCCDDDCDCCBBADEDEEDCC;1;AEDCADBCABCCBBBBEEDCEAABECBDDCCDEAEEDEDAADBCA;DADCCABDEACBCEEDECBABBCEBCDECBBEADBDAAEAEADEC;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;1;120;120;100;100;100;540;C;E;C;B;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B;B;F;A;4;3;4;4;4;5;5;3;5;3;3;4;;A;A;A;A;A;A;D;A;A
150000000165;2015;5;F;1;2;1;1;4;1;;0;;;;;;;;0;;;;2905701;Camaçari;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;E;D;D;B;1;C;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B;C;F;C;5;0;3;5;4;5;5;3;5;1;5;4;4;A;A;A;B;A;A;A;A;A
150000000218;2015;6;M;0;2;1;1;4;1;;0;;;;;;;;0;;;;5300108;Brasília;53;DF;1;1;1;1;237;233;239;243;478.4;522.6;476.5;432.7;BBDBBBACCCBEBCAEDEBDACCDBABCEDBBCEABECDEACCDE;CCBADEAEECEEDBDEAACABBAEAAABBBEAECDEBBCAAAECD;ABCEB99999BDEBEBDBBCDACBAECBABCDBCBAAECAAACCBAEDBC;EAADCBAABABEDECBCCBCCBDBBBCCBBEABCCABBABCEDAC;0;EADDCCBEEDCEAABBBEEADBCABCDEDAADBECBAEBCACDDC;CABDDEDADCBBCEBCEACBCBBECBADBDADCEEEAADECAEAE;CDEAADCDBABDEBECECCDBBEBEABBABDCDADEEDCDAECCABBDCE;DBBBADCADAEAEDCADCBECAAEDACCCEBDECABDBEEDEBCC;1;120;80;80;80;0;360;B;B;A;A;3;C;A;C;B;B;A;B;A;B;A;B;A;A;C;A;B;D;B;B;B;C;C;A;2;0;4;5;5;5;5;5;5;5;3;3;3;A;A;A;A;A;A;A;A;A
150000000166;2015;4;M;0;3;1;1;3;1;;0;;;;;;;;0;;;;3306008;Três Rios;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;4;0;0;0;0;0;0;D;E;C;C;3;D;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B;C;C;E;4;2;4;5;5;5;5;3;5;5;5;5;3;A;A;A;A;A;A;A;A;A
150000000219;2015;7;F;0;1;1;1;6;1;;0;;;;;;;;0;;;;2111300;São Luís;21;MA;1;1;1;1;236;232;241;245;552;651;602.8;825.2;ACDEADECBEDBDDADBECEEDECACBAABDCECEBDBDCBDDEE;BAECCABAEACBEEDDEECBBDCABEAECBBEADBDEAEAEBACC;DEABA99999EBEADBBEDCECDEACEBDBBEEBCDAECCEAACCCCEAC;AADEBCCDACCCACABECBADBBBDACAAADBECAAECDBBBEBC;0;AEDCADBCABCCBBBBEEDCEAABECBDDCCDEAEEDEDAADBCA;DADCCABDEACBCEEDECBABBCEBCDECBBEADBDAAEAEADEC;DEAACDCBDAEBDABBBEDEEBABDCDADBBEBDCDAECCEABDCECECC;BADEBCCDACCCACAAECEADCBEDAEAABDEDCBDECDBBBEED;1;140;140;160;120;40;600;H;E;F;D;4;E;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;B;B;B;A;;;;;;;;5;5;0;0;0;5;5;;C;A;A;A;A;D;A;A;A
150000000275;2015;8;F;0;3;1;1;1;1;;0;;;;;;;;0;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;B;D;B;B;3;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B;C;B;E;4;1;2;1;5;4;5;5;5;5;5;5;3;A;A;A;B;A;A;B;B;A
150000000220;2015;8;M;0;1;1;1;6;1;;0;;;;;;;;0;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;F;D;F;B;4;D;A;B;D;A;A;B;B;A;A;A;A;A;C;B;B;D;B;B;B;C;E;E;5;5;5;5;5;5;5;5;5;3;3;5;5;A;A;A;A;A;A;C;C;A
150000000167;2015;11;F;1;3;1;1;10;1;;0;;;;;;;;0;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;D;E;C;D;5;G;A;B;C;A;A;B;B;B;A;B;A;B;C;B;B;D;B;B;B;C;A;B;5;5;5;5;5;5;5;2;5;5;5;5;2;A;A;A;A;A;A;A;A;A
150000000168;2015;7;M;0;1;1;1;6;1;;0;;;;;;;;0;;;;3557105;Votuporanga;35;SP;1;1;1;1;236;232;240;244;523.2;579.6;594.8;561.7;BDDDEEDBCDABDBEBDEDCEEBBCCEDEBCDBAEBBAEEAAECE;EDDACAADEAAAEADDCCCABDBAAAAECBCECABEADEBEADAC;AAAEE99999BEDCCEABAACCCECDAEEECBBDBDAACBEEDBCEBCBE;CBCDECCCBBEAAECABBDEACAEBEDCDEBBDDADEDAECDEBB;0;AEDCADBCABCCBBBBEEDCEAABECBDDCCDEAEEDEDAADBCA;DADCCABDEACBCEEDECBABBCEBCDECBBEADBDAAEAEADEC;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;120;120;120;100;100;560;F;B;F;B;4;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;B;B;B;B;D;D;5;0;5;5;5;5;3;5;5;2;5;5;;A;A;A;A;A;A;A;B;A
150000000325;2015;11;M;0;1;1;1;3;1;;0;;;;;;;;0;;;;3522505;Itapevi;35;SP;0;0;1;1;;;242;246;;;488.5;513.1;;;CCEAB99999BDEDAEABDCBEDEACBCADECBADDABCECDBACBEDEC;ACEBBCEADCDAEBDBEACDAECDBECBAECDABACEDBCDABAE;0;;;CEDAABDACDBDEDBDCDDCEDCDABEBAECCEABCECCBABDEEBEABB;DAEACAAEBADDBBEBCCCEBEEDCAADCBEDACCEDCABDBDEC;9;0;0;0;0;0;0;E;C;D;D;2;E;A;B;B;A;A;B;A;B;A;B;A;B;A;A;A;C;B;B;B;B;E;D;5;2;5;5;5;5;3;5;5;3;3;5;;A;B;A;C;A;A;B;A;C
150000000276;2015;4;F;0;3;1;1;3;1;;0;;;;;;;;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;4;0;0;0;0;0;0;E;D;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;C;B;B;D;B;B;B;C;C;D;5;4;5;5;5;0;5;5;5;0;0;5;5;A;A;A;A;A;A;A;A;A
150000000277;2015;3;M;0;1;1;1;2;1;;0;;;;;;;;0;;;;5107602;Rondonópolis;51;MT;1;1;1;1;237;233;240;244;589.2;650.3;587.9;591.3;EDDCBABCEDCACABDBECBDBEDBDBCDAEDAABECCCCABDDE;CABDDEADECADCECCECBACBDCEBADBDDDCEDEABDACAEAE;AACDE99999BCAACBAEAAECDBCDBEEAABBCBDEADBDEDBCEECEE;EBECBCBDACDCDABEDCDBEDBABBECCCDBBDDCABDCCDCBB;0;EADDCCBEEDCEAABBBEEADBCABCDEDAADBECBAEBCACDDC;CABDDEDADCBBCEBCEACBCBBECBADBDADCEEEAADECAEAE;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;160;160;120;120;160;720;B;E;C;F;5;E;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;B;B;B;B;B;A;4;0;4;4;4;5;5;5;5;4;5;5;;B;A;A;A;A;A;A;A;A
150000000380;2015;11;F;2;3;1;1;10;1;;0;;;;;;;;0;;;;3530607;Mogi das Cruzes;35;SP;1;1;1;1;235;231;239;243;432.6;668.8;608.9;564.3;AAEEDCABBAEBBCEEACCBBEABDDBBBDACECCADDBAAEBED;AEAEADBCEADEDBDECEBEEECEBAAEECDECCBBBDACCCABB;CD*AA99999BBEBECECCDBBEBDAEDDDDEAAAAEDCDAECCACECCE;CCBECDCBCCEBEBBBAADDCEDDCBACCBBBCBBBCBADDEBAC;0;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;CDEAADCDBABDEBECECCDBBEBEABBABDCDADEEDCDAECCABBDCE;DBBBADCADAEAEDCADCBECAAEDACCCEBDECABDBEEDEBCC;1;120;120;120;120;120;600;C;E;C;C;5;C;A;C;D;B;A;B;A;B;A;A;A;A;B;B;B;D;A;C;B;B;D;E;4;5;0;0;3;5;5;0;0;4;0;5;;A;A;A;A;A;A;A;A;A
150000000435;2015;1;F;0;1;1;3;0;1;;1;;;;;;;;0;;;;3549805;São José do Rio Preto;35;SP;1;1;1;1;235;231;239;243;573.2;602.7;586.2;635.1;DCCCDEBBBAACBACEACEEBDCEDABDBBEDECBDEBDCDABED;CECEDDADEBCADBDECEBECECECADCECEECCDBDEACACAAA;ACEAA99999BDEBCCEEBBBBBEDADACBDEADDEEDCDAECCBBDCAE;EDBBEDCCADDBEBDADABCBBDADBAECCDDCCBCDBACDEBEC;0;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;CDEAADCDBABDEBECECCDBBEBEABBABDCDADEEDCDAECCABBDCE;DBBBADCADAEAEDCADCBECAAEDACCCEBDECABDBEEDEBCC;1;120;160;160;160;120;720;E;E;E;E;2;P;A;E;D;C;A;B;A;B;A;B;A;B;B;B;B;D;B;D;B;A;;;;;;;;5;5;3;5;4;5;5;;C;A;A;A;C;D;A;A;A
150000000488;2015;5;F;0;1;1;1;4;1;;0;;;;;;;;0;;;;4118501;Pato Branco;41;PR;1;1;1;1;238;234;240;244;436.8;589.6;529.7;496.4;DB*EBDBBEDCEECCEDDCBDCDACAEDECECCACEDACDDBCAE;EDCCAECEEBDDDAEDADDAEABDCEBEEDCDDEEDECBADBADA;99999DADBCBDCCCBCBAAECCAEDCEEBAAEAEDAACBDEDEBEDCBE;CBDCBDC.BEDBABDACADACEEABCDBCECCDBDAECACCEBDB;1;DDCEEEABBBAADDEDBECBCABCAEDCBCAADBCEAAEEDCBCD;ADECAEAEDBDADEEACEBCECBACBBCEEBBDEACBCABDDADC;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;120;120;100;140;80;560;B;B;C;B;7;L;A;C;D;B;A;B;B;B;A;B;A;A;C;B;B;E;B;A;B;C;B;E;5;3;4;3;5;5;5;0;2;2;1;5;3;A;A;B;A;A;A;A;C;A
150000000381;2015;12;M;1;3;1;1;10;1;;0;;;;;;;;0;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;4;0;0;0;0;0;0;E;E;D;D;3;N;A;C;C;B;A;B;A;A;A;A;A;A;B;A;B;C;A;B;B;C;B;D;1;5;5;5;0;1;0;0;0;0;0;2;1;C;A;A;A;A;A;A;A;A
150000000221;2015;5;F;0;4;1;1;3;1;;0;;;;;;;;0;;;;3504107;Atibaia;35;SP;1;1;1;1;235;231;241;245;557.3;599.8;567.2;615.3;DCEDACAEEDACBDBEBEADBCDBDBBDDBDCECEBDCEBDACBD;AEAEEEECEBAEDBDEABDECECBBEADDCCCACAEBECDDCDBD;DEAAC99999EBDDCBAEDCADCECCDADADEEDCBAECBDECCDECDEC;CDDEBDCBCCBDADBCDABBAABBDDBCBBDBBCCDCCECBACEC;0;DCCDBCAAEBECBAADADBDEDEEBBBCABCCEAAEEDCBDDCEA;AEAEADECEADEDBDACBBCEEECBADCEBCEACBBBDADCCABD;DEAACDCBDAEBDABBBEDEEBABDCDADBBEBDCDAECCEABDCECECC;BADEBCCDACCCACAAECEADCBEDAEAABDEDCBDECDBBBEED;1;120;120;120;120;40;520;E;C;B;B;4;E;A;B;C;B;A;B;A;B;A;B;A;B;C;B;B;E;B;A;B;C;B;D;2;2;4;4;3;5;5;2;2;2;5;4;2;A;A;A;A;A;A;A;A;A
150000000222;2015;8;M;0;3;1;1;7;1;;0;;;;;;;;0;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;237;233;240;244;474.9;600.8;598.7;616.2;ACDECBABCCBAEBDDDEDBECEDBEBDDCBACDEBDCBEADDCE;CABADEDCCEEBCBCDECEEBBCDCCEDBEEDBEEECEDBEDEBE;AACDE99999BEDDCEEDBAACCECDAEEDDBDCEDEECBDEDBCEDEBC;BBCCAAACBBCDBECAACDBADCDBCBABBBBBDCDDBAADDBBB;0;EADDCCBEEDCEAABBBEEADBCABCDEDAADBECBAEBCACDDC;CABDDEDADCBBCEBCEACBCBBECBADBDADCEEEAADECAEAE;AACDEBACDDBEDDCEABBAECCDCDDEEEABBABDCDABEBDBCECCBE;EBCCBEEDABDBDECDACCEDCCECAAEADCBEDAEACABADDBB;1;120;60;80;120;100;480;D;D;B;F;4;F;A;B;C;A;A;B;A;B;A;A;A;A;B;B;B;E;A;A;B;C;D;E;5;1;2;3;5;4;3;5;3;0;5;4;3;A;A;A;A;A;A;A;B;A
150000000601;2015;8;F;0;1;1;1;7;1;;0;;;;;;;;0;;;;3534708;Ourinhos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;4;0;0;0;0;0;0;C;B;C;B;3;B;A;C;D;B;A;B;B;B;A;B;A;A;B;B;A;D;B;B;B;B;E;D;2;0;5;5;5;5;2;5;5;5;0;5;;A;A;A;A;A;A;A;A;A
150000000278;2015;11;M;0;3;1;1;8;1;;0;;;;;;;;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;4;0;0;0;0;0;0;B;E;C;B;3;F;A;B;B;B;A;B;A;A;A;B;A;A;C;B;B;D;B;B;B;C;A;E;5;5;4;5;5;4;5;5;5;5;5;5;5;A;A;A;D;A;A;B;B;B
