NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_NACIONALIDADE;TP_ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
130005703035;2013;14;F;1;1;2004;;1;0;3;;;;;;;;;;;;3507605;BRAGANCA PAULISTA;35;SP;1;1;1;1;172;168;176;180;439.9;443.8;438.7;511.8;ABDBBDABBDADCDDEAEABBCDAEBBEAABBEABBBCDBBEEEA;DACAECBAEAAEEAABDADBCBEBEEBBCDBDCACCAEEEBBDEC;EBEEBDAAAEAECEDBBDEEDDAECAABAADEEECBAEBECB*AE;CAACCECBCCCDCEACCCCDADECBCADBDBDBDBEBDBCBDBDB;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;80;60;60;40;100;340;E;B;D;2;C;B;A;D;D;A;D;D;A;D;A;A;D;D;D;D;A;A;4;4;4;4;4;4;5;B;A;A;C;A;A;A;A;B;A;18;E;5;3;5;5;4;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703036;2013;2;M;1;2;;1;1;0;1;4309654;HULHA NEGRA;43;RS;2;2;1;;;;;4301602;BAGE;43;RS;1;1;1;1;171;167;177;181;458.7;418;424.4;340.6;CCECACADCAACAADCBDEBBEBDCCABEBCBEEAAABCBCAABB;BABCCAABACCDAEBDEBBAAEACDEDDADADBBABEABDBDABA;ECCDBAAABCAACCADCAACBCDAAAEDDCBCACEACBBDEBDBB;BAADEACBABACBCAACADBABCCCACACA*AAEBBACBBADBBC;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;3;0;0;0;0;0;0;B;B;B;8;A;A;A;D;A;D;D;D;D;D;D;A;D;D;D;D;A;C;5;5;0;5;5;5;5;B;A;A;F;B;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703037;2013;4;F;1;1;2012;;1;0;1;;;;;;;;;;;;3201506;COLATINA;32;ES;1;1;1;1;171;167;175;179;686.4;767.3;637;819.1;DBDDABDBDABBAEBCECBDCCBECDDADDCDBBBAADBDBCDCA;EAEBACBBBCCAEABEDBBCEDEEABCAEECCCABCCCCACCCCA;ECBBCACAAAACBDBCEBCDCCECCEEDABEDBEACCDABBEDBD;EDBCAAECAABBBDCECDDEEBACCCECEDAABDCEADCCDDCCE;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;200;160;180;200;140;880;C;B;N;4;A;B;C;A;A;A;B;A;A;A;D;C;A;A;D;D;C;C;4;0;0;5;0;0;0;B;A;C;C;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703038;2013;2;F;1;1;2012;;1;0;3;;;;;;;;;;;;5005004;JARDIM;50;MS;1;1;0;0;171;167;175;179;353.5;416.3;;;CDDDDECEADACDEACEABEBEDEECDDEBCBEDBDAEDBDAABC;ECDECBABECAADBDCEBCBAEAEADBBDBEEBE*EAAACCEECC;.............................................;.............................................;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;;;6;0;0;0;0;0;0;C;E;B;3;A;B;B;D;A;A;D;A;A;A;D;A;A;D;D;D;B;C;4;4;0;5;1;5;5;B;A;A;B;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703039;2013;1;M;1;3;;;;0;1;;;;;;;;;;;;3170107;UBERABA;31;MG;1;1;1;1;173;169;177;181;497;560.2;569.3;611;CEBBEBDDBBCCDBAEDBCAECBACDDECDDABCDEAACEEEABC;DAEDBAEEDEBCCCDCBADBBEEACBBEBDCECCBDCADBCCCED;EBCCCABCBCCAEDEEEACABCBDABDDDBDEBCCEDDA*ABBBE;CBDBBCDCCABBDBEBCABEADBADDBDCCBBCDABECBEDCBDD;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;140;140;120;60;580;C;D;G;4;C;B;C;B;B;B;A;A;A;A;A;C;A;A;D;D;B;C;4;3;0;5;4;5;5;A;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703040;2013;2;F;1;2;;1;2;0;1;3502705;APIAI;35;SP;2;1;1;;;;;3502705;APIAI;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;H;C;8;C;B;C;B;A;A;B;B;A;D;A;C;C;D;A;D;A;A;1;4;0;0;2;5;4;A;A;A;F;A;A;A;A;A;A;17;A;2;1;5;4;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703041;2013;3;M;1;2;;2;1;0;1;3550308;SAO PAULO;35;SP;4;1;1;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;173;169;176;180;496.4;586.6;558.6;606.6;CEBDAEDDDBEABDACECCBCBCABCEAAACEEADCBABDEEDBD;CAEABAAADBCCCBBCCAEDAEDCCBBDBACEABDADACBEBBDB;ABCECAEACEABEEDCBDDBCEAAADBDDABBECCDECBADCBEE;CAACEABDAECCDCDEDBDACAAECCBBDBCCBCECCEDCEEEDC;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;140;120;140;120;120;640;E;G;K;4;A;B;B;B;A;C;B;D;A;D;A;C;A;A;A;D;A;A;5;3;3;5;4;4;2;B;A;C;F;A;C;A;B;B;A;16;C;0;0;4;5;0;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703042;2013;11;F;1;4;;;;0;2;;;;;;;;1;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS IMPERATRIZ;21;MA;2109007;PORTO FRANCO;21;MA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;B;B;4;A;B;A;A;D;A;D;A;A;D;D;A;A;D;D;D;A;B;1;1;0;1;1;1;1;F;A;A;F;E;A;A;A;A;A;13;A;1;1;1;1;1;B;A;B;B;A;B;A;A;A;A;B;B;B;A;B;B;B;A;B;B;B;B;B;A;A;B;B;B;B;G
130005703043;2013;7;F;1;1;2008;;1;1;3;;;;;;;;;;;;1304062;TABATINGA;13;AM;1;1;1;1;174;170;177;181;373.2;461.9;519.4;576.5;ADCAADBCCBADDECAADBECBDAEBCDAED.BDCAEBBDCCCCC;BBDADEACABBDCBBCEAADACEDBEACCBECABAEDDBCECAAB;CEADCACDBDECEEAECAACBDBEACDABDEEDACEBDBDECBBA;ADBCEAECCADCADCBECABDCDCBDDBEADBCEDACBDEBCADE;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;80;80;120;0;400;B;H;G;3;D;B;A;A;A;D;A;A;A;D;D;B;D;A;D;A;B;A;5;5;0;5;0;5;5;C;A;C;B;A;A;A;A;B;A;18;E;0;5;0;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703044;2013;4;M;1;1;2012;;1;0;1;;;;;;;;;;;;4212106;PALMITOS;42;SC;1;1;1;1;174;170;176;180;526.6;536.2;499;498.3;ABAAEAACCBBABBDCEACCCBBDDECCEEBBCECBAACCDBDCB;EBECBBEACBADDABCEAEDDEACBCDEEECBEBAB*DBDACEAC;ABBCBAAACCBDDDCDBBCEBAECADDCEEBBEBCEBABCAEC.B;CEBCBDEBDDABBDCDCDABCBBACEBCEDEABBDBBDBBCDADB;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;100;80;60;80;0;320;B;E;G;4;A;A;A;A;A;A;B;A;A;B;A;C;A;D;A;D;A;A;4;5;5;5;0;5;5;B;A;A;C;A;A;A;A;A;A;17;E;5;5;5;5;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703045;2013;11;M;1;1;2006;;1;0;3;;;;;;;;;;;;2914000;IPIRA;29;BA;1;1;1;1;173;169;175;179;472.1;646.7;567.3;662.1;BDBAEADEBCECCECBDBCBCBDEABCEBDACDEBCDEBADBDAB;BDCABAEDDBBCDDDDBADEEECBCCDDBADEACBCCABCECCAB;DEBCCBDEAEACCDCDEBEDBCECEEBDCBCDBEDCBCABBEDBE;DEBBADEBDBEBBDDECDDBBDADECBDDAACBDCDCCCCEDBCB;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;160;160;160;160;120;760;C;D;C;5;A;B;A;A;A;A;D;D;A;D;D;B;A;D;D;D;A;A;5;3;3;5;5;5;5;B;A;A;B;A;A;A;A;B;A;19;E;5;5;5;3;5;B;A;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703046;2013;11;M;1;1;2004;;1;1;3;;;;;;;;;;;;1302603;MANAUS;13;AM;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;A;B;C;4;A;B;A;D;D;A;D;D;A;D;A;A;A;D;D;D;A;B;5;5;5;5;5;5;0;B;A;A;C;A;A;A;A;B;B;14;E;5;5;5;5;5;A;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703047;2013;4;F;1;1;2012;;1;0;3;;;;;;;;;;;;3143302;MONTES CLAROS;31;MG;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;D;E;B;2;A;B;A;D;A;A;A;D;A;D;A;A;D;D;D;D;A;C;3;2;0;5;4;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703048;2013;4;F;1;1;2011;;1;1;3;;;;;;;;;;;;3105608;BARBACENA;31;MG;1;1;1;1;174;170;176;180;464.5;604.3;552.1;516.2;ABAADACBBDEEBBCEEAAADADDDDDAEECAACCDADDDDDEDC;CDAEEEACCEADABBCBAEADADBBABEBDCBBBCECCADBCCDC;EBCDBAEACEBAACDBACBBCDAAAEECBABBEBCBEACABEEAE;CAACBBBBBBBBBBBCCCCCCCDDDDDDDDAAAAAA*EEEEEEEE;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;100;80;120;100;520;F;E;C;5;A;B;A;A;A;A;D;D;A;D;A;B;A;D;D;D;B;B;3;3;0;0;3;5;5;B;A;A;B;A;A;A;A;B;A;18;D;5;0;5;5;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703049;2013;4;F;1;2;;1;2;0;2;1100205;PORTO VELHO;11;RO;2;1;1;1;INSTITUTO FEDERAL DE RONDÔNIA - CAMPUS PORTO VELHO;11;RO;1100205;PORTO VELHO;11;RO;1;1;1;1;172;168;177;181;396.7;448.5;509.2;417.8;ABDBABCAAEAEBBCDABAACECBEADDABBCECBDEECEDECED;CABCDDBBBDCBCEABADEBDEABCDEADBACABBADEEDCCBEC;CDABBEEABCDDEACBAACEBABDBEEADBEDECCCAEABAECBE;CDABDAACBDAECECADACEADDDDCCCECCBCBCAADDECCABC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;160;160;160;180;140;800;B;E;C;4;A;B;B;A;A;A;D;A;A;D;A;C;A;A;D;D;B;C;5;5;0;5;5;5;0;C;A;A;C;A;A;A;A;B;B;;;;;;;;;;;;;;;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;G
130005703050;2013;4;M;1;1;2010;;1;0;3;;;;;;;;;;;;3550308;SAO PAULO;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;E;D;1;C;B;A;A;D;D;D;D;A;D;D;A;A;D;D;D;A;A;4;2;5;4;5;5;1;A;A;A;B;A;A;A;A;B;B;18;E;0;5;5;5;5;B;A;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703051;2013;13;F;1;1;2012;;2;1;3;;;;;;;;;;;;5103403;CUIABA;51;MT;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;A;A;D;5;A;B;B;D;D;A;A;A;A;D;D;A;A;D;D;D;B;A;4;5;0;5;2;5;5;B;B;A;A;A;A;A;A;A;A;14;D;5;5;5;5;5;B;B;B;B;B;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703052;2013;4;F;1;1;2011;;1;0;1;;;;;;;;;;;;3506508;BIRIGUI;35;SP;1;1;0;0;172;168;175;179;480.4;478.7;;;DAECDBBCBEBDCBDCAECCCEDDCCCCDABBDABEEBCEAAADD;CCEEEDBBBAECCDAEABCECECEACDBDCECDBCACDADDEDCD;.............................................;.............................................;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;;;6;0;0;0;0;0;0;H;G;I;5;A;B;B;A;A;A;B;A;A;A;A;C;A;D;D;D;B;C;4;1;0;2;2;1;1;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703053;2013;8;F;1;1;2006;;1;0;3;;;;;;;;;;;;4106902;CURITIBA;41;PR;1;1;1;1;171;167;175;179;469.5;485;480.2;616.5;DBCEAEDBBDABBEADAECBBDEECCCBDCEEBCCADECDEAACC;CCBBCBDCBCBAECCABBBAEEABBABBABADECBECABADDECB;EACADDEAEEAADCBBABEAECDEBDCDABCAABABCDDBBCCCC;BCBCABEACABCBDBBCEEECCCCEDDCCCEAAACECCBBBBBBB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;120;40;40;80;40;320;E;E;B;4;A;B;A;A;A;D;D;A;A;D;D;B;D;D;D;D;A;C;5;5;0;5;3;4;3;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703054;2013;9;M;1;1;2005;;1;0;1;;;;;;;;;;;;4314902;PORTO ALEGRE;43;RS;1;1;1;1;172;168;176;180;460.8;607.2;560.1;656.3;DABDDEACCEADDCEAAEB*CEDABECBABDBEEAABCBBADEAD;..DBDEBEAABCECDDADBBCBAADAACDBAEAACDDDEABBAAC;CBCBBAAACCBEACBBBBDBCCEACEBCBABBECCEEECCDEECE;CACADDBECECCBEBDCCEBBEDDCEBDDDDBDBACBCBDACEDC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;120;120;100;0;460;G;E;G;1;D;B;A;A;D;D;A;D;A;D;D;A;A;D;D;D;A;A;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;18;D;5;5;5;5;5;A;A;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703055;2013;8;F;1;1;2010;;1;0;1;;;;;;;;;;;;4106902;CURITIBA;41;PR;1;1;1;1;173;169;177;181;429.3;467.6;425.9;328.7;DEDEDDCECDEADEADAEDBEDABADAADCAEEACBDEBDCDBDC;BAADBAAEDDBCCDBDDEEBCDDAECAECCAACDBDCECACABDC;BCCBBABABCCDADDAAACCDADDBCEDDBEEBACDBEECCBDDE;DAEDCBACEDBDABCDDCDAEDDDEAEDBADECDAEBADCBDADE;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;120;100;120;140;600;C;B;C;4;C;B;A;A;A;D;D;A;A;D;A;C;D;D;D;D;A;A;3;4;4;5;5;5;5;C;A;A;D;A;A;A;A;B;A;17;E;5;4;4;5;5;A;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703056;2013;3;M;2;1;2012;;1;0;3;;;;;;;;;;;;2601102;ARARIPINA;26;PE;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;A;B;5;A;B;A;D;D;D;A;A;A;D;D;A;D;D;D;D;A;B;5;5;0;0;5;5;5;B;A;A;B;A;A;A;A;B;A;16;D;0;3;5;5;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703057;2013;3;M;1;2;;1;1;0;3;1303403;PARINTINS;13;AM;2;1;1;0;;;;1303403;PARINTINS;13;AM;1;1;1;1;172;168;176;180;383.9;468.8;464.4;446;DCCCADBBABEEDDABADEADCBBEDBCBBCEBAC.*BDCEBEEA;DBEEBABBEABCCBAABECBCBBAEBEBDCACDAECEDBDBCBEE;CABCBACDCBEBCEBBBDEBDCADAECDBDDBEBABCAECDACDD;BBBCCECABCDBBDEDDCBDBBCECDDCDCDBAEBCCDBDECEDC;1;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;80;40;20;40;0;180;B;B;B;3;A;B;A;A;A;A;D;A;A;A;A;A;A;D;D;D;A;C;5;5;0;5;5;5;5;C;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703058;2013;5;M;1;1;2012;;1;0;3;;;;;;;;;;;;5210000;INHUMAS;52;GO;1;1;1;1;173;169;177;181;564;514.3;457.1;774.3;DDBCEADDEBCCEDEAEDCBEACDDDDDEAEBEEBEEEBBBACEB;CAEAAAAABAACAEBABABBBCDBB.BCCCCECCACCACDDDDDD;CCBEADBBEDEDEDDCC*CCEEEEEEEBABAABACBABABAABAB;EEACDCEECACCDDBEDDBCAABBBDCDCDEDBDCADAAEDCCDC;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;140;100;100;100;0;440;D;D;F;4;A;B;A;A;A;A;A;A;A;A;D;C;A;D;A;A;A;C;5;5;2;5;1;5;5;A;A;C;B;A;C;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703059;2013;6;F;1;1;2010;;1;0;2;;;;;;;;;;;;2108207;PEDREIRAS;21;MA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;G;C;5;A;B;A;D;D;A;D;D;A;D;D;A;A;D;D;D;B;C;5;0;5;5;5;5;0;B;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703060;2013;9;F;1;1;2008;;1;0;1;;;;;;;;;;;;2606002;GARANHUNS;26;PE;1;1;1;1;174;170;176;180;511.1;529.1;473.9;579.8;DCDBECCCEEEAAAEBEBCDDADADBAABCDAADCBEEABCBECC;BBAEBEBABEDDABBAEADAEADCCCEEADEDBCACDCEAAABAC;ACADBCCACEBBACEBBBAECDCCAABCBDACEECBAABDEECAE;CADCEDBEBBBBBBBBCDCDBBCEBABDCDCDEECCBDBACCEAA;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;140;120;120;120;80;580;D;B;C;4;A;B;B;A;A;A;A;D;A;D;A;A;A;D;D;D;A;A;2;2;2;3;3;5;4;D;A;A;C;A;A;A;A;B;B;23;C;5;3;3;3;2;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703061;2013;5;F;1;1;2010;;1;0;1;;;;;;;;;;;;5208608;GOIANESIA;52;GO;1;1;1;1;172;168;176;180;406.5;624.1;550.6;606.6;DEBCAEADAEDBAEDAEEBEBCAEBADCCACBDADADCBCCEDDD;BEDBCABEAACBACAAAABBCEDEAADACCADACAAACBACCBDC;BBCCCCEACABABEBBCCDBBDAADDBCDABCECABEECDDEEEE;CABCAACECCBCCBEACDBEEBAADDBDAEAECABBAEBDCBEAC;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;160;200;160;160;120;800;E;E;G;4;B;B;C;A;D;A;A;A;A;A;D;C;A;A;A;D;B;B;3;4;4;5;5;5;2;B;A;C;B;A;C;A;A;A;A;17;A;3;1;5;5;5;A;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703062;2013;11;M;1;4;;;;1;3;;;;;;;;1;INSTITUTO FEDERAL DO PARANÁ - CAMPUS LONDRINA;41;PR;4101507;ARAPONGAS;41;PR;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;C;2;B;B;A;D;D;A;A;D;A;A;D;A;D;D;D;D;A;B;5;5;5;5;5;5;5;D;B;A;F;E;A;A;A;A;A;17;E;5;5;5;5;5;B;B;B;B;B;B;B;B;;;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;D
130005703063;2013;4;F;1;1;2011;;1;0;1;;;;;;;;;;;;3551702;SERTAOZINHO;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;G;B;G;3;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A;D;A;C;5;4;0;5;0;5;5;B;A;A;B;A;C;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
