NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062
400000000036;2012;6;1;1;3;1;2011;;1;;;;;;;;0;;;;3518800;GUARULHOS;35;SP;1;1;1;1;144;140;145;149;407.7;446.7;483.1;491.2;DEBDDDBCEDCEEDDDDCCDEAEBEBBDEACABEBCECDDEECDB;ADDECDEBAAEDAEEEDEECAABEDEABEDECBCBCDCECBCCAB;DBDACDABBBEBDDBDDECDDDCCEDCAEBCBACDDBADCAEACC;BBDDEBBBDBCDCBAECBCEBBBEABCDCACEDBBDABDEADCDE;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;100;80;60;60;420;E;E;B;3;E;B;A;A;D;D;D;D;A;D;D;B;D;A;D;D;A;C;4;5;1;5;5;5;3;B;A;A;C;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000037;2012;14;1;1;3;1;2003;;1;;;;;;;;0;;;;3205002;SERRA;32;ES;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;C;B;2;C;B;A;D;D;D;D;D;A;D;A;A;D;D;D;D;A;B;0;0;0;0;1;0;0;B;A;A;B;A;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000038;2012;6;1;0;3;1;2010;;1;;;;;;;;0;;;;5201108;ANAPOLIS;52;GO;1;1;1;1;141;137;148;152;459.8;430.8;490.4;317.3;EEBBACDDCDBCCDECDBCCDDDCCECCCDDCDBCCCEDDCDADC;CCDAAEBDBACABDBACBDCBCBCECACABACABCBCDAECBACB;AABCEAAAEADAEBDABBDBADDCCDBCDBCCABCCABAECBDDB;CBDBBDCCCDCCABECDEBBCDCDCDCCCDDCCCBCECCECECED;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;100;100;80;60;20;360;B;I;C;2;A;B;A;A;D;A;D;D;A;D;D;A;D;D;D;D;A;A;5;5;4;5;3;5;1;B;A;A;C;B;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000039;2012;11;1;1;3;1;2003;;1;;;;;;;;0;;;;3551009;SAO VICENTE;35;SP;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;C;D;4;C;B;A;A;D;A;D;D;A;D;A;D;A;D;D;D;A;B;5;0;0;0;5;5;0;B;A;A;B;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000040;2012;4;1;0;1;1;2011;;1;;;;;;;;0;;;;4314050;PAROBE;43;RS;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;F;F;C;4;A;B;A;A;D;B;A;A;A;A;A;C;A;A;A;D;B;A;3;3;3;5;3;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000041;2012;3;0;0;3;1;2011;;1;;;;;;;;0;;;;2309607;PACAJUS;23;CE;1;1;1;1;142;138;145;149;416.7;540.5;515.1;351.2;DDBBCEEABAEAEBDCBBCEDDCBDAAAADACCECDACDBCBDAE;BBDECAECAABEDACDEEEDCECBCBACCECADDBBEAACEABEE;EAAECADAEBEBDEADADBDDDECADBDEEECABDDDDEEBECDD;EDEADEEEAEDCCCCEEAAEEDDCBABCDDDEADBBBDCBBBEDD;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;140;100;100;120;120;580;B;H;E;5;C;B;A;A;A;A;D;A;A;D;D;C;A;D;D;D;A;C;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000042;2012;9;1;0;3;1;2007;;1;;;;;;;;0;;;;5300108;BRASILIA;53;DF;1;1;1;1;143;139;146;150;500.8;481.9;524.7;457.5;EDAAABCECCEEACCABBCCACCAAECDEACCBCBEDCCCBCCCD;CDDDEEDDEABECCBECAAABCCACAADCDBCCDAEEADCDCCAA;ADCCEAADAEBDDCECCEADBACAACCACACCABCCCCACABCAA;EACEACCCDCCBCCAACCCBCCAAACEAE.CCCAACCCADCCCCC;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;120;140;140;120;120;640;D;E;C;4;A;B;B;D;B;A;A;A;A;D;A;C;A;D;D;D;B;A;1;1;1;5;5;5;0;B;A;A;C;A;A;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
400000000043;2012;8;1;0;4;1;2006;;1;;;;;;;;0;;;;5101803;BARRA DO GARCAS;51;MT;1;1;1;1;143;139;146;150;410.9;367.9;434.6;428.4;EEECCBEACAEBCDCACACCDCBEBDDDABCDECCABCCDDEDCB;DCECDBCCDBCBDAACACBCECDAEABDECACCECEDCADBAECB;EBCBADBCBECDDCEBBBEECBDCECAACDEDCBABCDEDBCDCB;DDCBBABCDECEDCCCADECBAABCBDACCCCCBCBCCBCDCCBA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;80;80;80;80;420;B;E;B;1;C;B;A;A;A;D;D;D;A;D;A;A;D;D;D;D;A;C;5;5;4;5;5;5;5;B;A;B;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000044;2012;4;1;0;2;1;2011;;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;E;C;6;A;B;C;C;B;C;D;A;B;D;A;C;A;A;A;D;B;C;2;5;0;5;5;5;3;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000045;2012;11;1;1;3;1;2003;;2;;;;;;;;0;;;;5300108;BRASILIA;53;DF;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;B;C;3;D;B;A;A;D;A;A;D;D;D;A;A;A;D;D;D;A;B;4;0;0;5;5;5;0;E;B;A;A;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000046;2012;14;1;0;2;1;2003;;1;;;;;;;;0;;;;1500800;ANANINDEUA;15;PA;1;1;1;1;141;137;148;152;435.5;537.2;440.4;391.1;EBACADDCC.E.AECEADAADBBEABCCCEDEACCBDCACDEDAA;CAEDAABDECDEDCDEDBCBBCBABEBA*ABEACEBAEDACACDB;BEBAEBDEECDAEBCBACCDADDCADBCADEDACCEBDCADBC.B;BDACEBDAECBDEBCDBDEACBECAC*BDAABCDEADCBABCDEB;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;80;80;60;100;80;400;B;A;C;1;A;B;A;D;D;D;D;D;A;D;D;A;A;D;D;D;A;A;5;5;5;5;5;5;5;B;A;B;B;A;B;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000047;2012;11;0;0;3;1;2011;;2;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;143;139;146;150;464.3;496.2;489.6;548.7;EEDBEEDCCCAADBDBDDEAABEACEDDCBDEEEAADEDCBDDCA;DABDEDECAECECCBBADDAEABBADEADEBCDEBCDCECBACBA;ADEEAACDBEBDDBEBDEABCAEAABCCDBBCDBBECDBEDEDDC;CBCCEECBBACEECACECCBBCBAEBCEBDCAAAADDCADDCABE;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;140;160;140;140;0;580;F;E;F;4;A;B;B;B;A;A;A;A;A;A;A;C;A;A;A;D;B;A;5;5;5;5;5;5;5;B;A;B;B;C;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000048;2012;9;0;0;1;1;2006;;1;;;;;;;;0;;;;4106902;CURITIBA;41;PR;1;1;1;1;141;137;145;149;407.6;560.8;550;661.5;EAAEADACCBDABBABDEACDAAECECBBBCEDBDDEECEACADC;EAEBAABABEDEACAECECBCBBBDCADEDAEDEDEAEBECACEC;DBEADBBAEACBDEBCACAEDDDBEDECDBBAADBDBDDDCADDD;ADEDEABEEEEDCCDADDCDDCABABDCCBCEBBEDBACADBECB;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;80;120;100;100;60;460;G;E;G;7;A;B;C;A;A;C;C;A;B;B;B;C;C;A;A;D;B;B;4;4;0;5;5;5;5;C;A;B;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000049;2012;4;1;0;3;1;2010;;1;;;;;;;;0;;;;1502202;CAPANEMA;15;PA;1;1;1;1;142;138;146;150;506.7;549.1;511.9;490.9;DBCEADEAEEDDEADBAACEBBDCDEAEDEACABDCEDBECEAEA;AEDECEEAAABDEDDBEEEEDACBBEBCCAABDCEBDDCAEEEDA;DDBCEACDACBDCCEAEEADCACDBBEAAEBACBCEADAEBEAAE;EABEEBAEDDCCAEEDEECCCCEEAEDCDEBDDDCACCDEACDBA;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;140;120;100;120;120;600;A;B;B;3;A;B;A;A;D;D;D;A;A;D;D;B;D;D;D;D;B;A;5;5;3;5;3;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000050;2012;10;1;0;2;1;2004;;1;;;;;;;;0;;;;5300108;BRASILIA;53;DF;1;1;1;1;144;140;146;150;388.4;535.3;443.2;391.5;CDBCBAEEDCACAEAACBDEEBACDEDCABDAEBCBDACCDCCAB;CBEADAEDAAEBBABEBBEDBCBEEAEBCAECABDCEABDAADAE;BEBAECBDABBDBCACEABDCAEDBCEABDCAEDBACDEBABACD;EBDBAACE*CDBAEDCEBDCABBDCAECDADBACEDCBADBBCCA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;120;120;120;100;80;540;B;D;B;3;A;B;A;A;A;A;D;A;A;D;A;A;A;D;A;D;A;A;5;4;5;5;5;5;4;A;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000051;2012;11;1;0;1;1;2003;;1;;;;;;;;0;;;;3303302;NITEROI;33;RJ;1;1;1;1;142;138;147;151;575.9;678.7;644.7;652.7;CEABAEC*EEDABEEACEDECBCDDDBEDEABAAACDBCBCCDCE;CEBECBEAAABDEBCBEEEEEECBBDACCEBADAEEABCEDAAEE;ABDBEAADAAEBAAAEBEDEBBCDDCEBEEACBCDDCDAEDACAE;DEABDADBADEDEABEBDEEECACECABECDDCBAEBBDDAADCA;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;160;140;180;160;780;C;C;C;4;A;B;A;A;A;A;D;A;A;A;A;C;A;D;D;D;A;B;4;0;0;5;5;5;0;B;A;B;B;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000052;2012;4;0;0;1;1;2010;;1;;;;;;;;0;;;;2927408;SALVADOR;29;BA;1;1;1;1;142;138;147;151;602.1;517.5;525.3;729.2;DEABEEDDEEDDBACEBADECEACBACABCDECEACEBEBCEBCA;DEBECBEBADDDDBBDEDDCEECACDCBAEECBAECAEBCBCAED;ACDABAACABEBACEEBECBBDEDDCDAEAAABDCABABBDEDAE;BEABEEDBADDDEABEAEEEECCDDCABACBDAEABDADDABDEC;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;80;80;100;480;F;E;M;4;C;B;C;C;C;C;A;A;A;A;A;C;A;A;A;D;C;A;3;2;0;5;5;3;5;B;A;C;B;A;C;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000053;2012;11;0;1;3;1;2003;;1;;;;;;;;0;;;;2507507;JOAO PESSOA;25;PB;1;1;1;1;141;137;145;149;501.3;543.8;472.8;554.5;EADCEBDAECBADCBDBCAEDAACEEDCBDBDACCEDABDCEABE;AEDBAADCBECCDCAEDBCADCDAECBDBADBDDACEBEECACDA;EBBCDBAEEBEADCAADBCEEDDBCDAECBDCAEBDBCAECABED;BACDEBDEEECADBACEDBADCCBAEDBBAEEDBCAADBCDECAB;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;100;100;80;100;60;440;B;E;B;2;C;B;A;A;D;A;D;A;A;D;D;A;A;D;D;D;A;B;3;1;0;4;4;4;2;C;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000054;2012;8;1;1;0;1;2007;;1;;;;;;;;0;;;;5300108;BRASILIA;53;DF;1;1;1;1;142;138;146;150;470.9;540.3;474.3;409;CAACCDACEDECAEEEBEBEBECCBDBECDDADBDDAECBCCBAE;C*CECAEAAABDEDBD*EEAEABDECDDCBABDAEBBAADBEDAE;AEEBBABDDBBEBEEBBE*DBDEADCD*CAEBDEADCB*ECBEAC;EADEAECDEDBCACEBDCBEAAAC*EBECBBEDDBC*DDBCEDAB;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;80;40;60;100;40;320;I;B;C;3;C;B;A;D;D;A;D;D;A;D;D;A;A;D;D;D;A;B;0;0;0;5;2;5;5;C;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000055;2012;9;0;0;1;1;2005;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;C;D;4;C;B;A;D;A;D;D;A;A;D;A;A;D;D;D;D;A;A;3;4;5;5;5;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000056;2012;10;1;0;3;1;2010;;2;;;;;;;;0;;;;4314902;PORTO ALEGRE;43;RS;1;1;1;1;142;138;146;150;439.6;560.2;472.9;450.9;DCEECDEBEBECBBEEECBEBBCBDDBECBADBEDCEDDEDCACE;CEEECADEAABDDBCBDBEDCECBEEBBCEDEDDBCAACABCADC;DAEEDEADABBDDEECEBBABDBDBEDDBCDDECEECABAEAEAE;ECBEECCEEACCCEEDDBCCADAECABBEAEBDABBCCECDBCAD;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;160;120;80;160;0;520;B;D;C;2;A;B;A;A;D;A;A;A;A;D;A;A;A;D;A;D;A;A;0;5;0;5;5;5;0;B;A;A;D;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000057;2012;11;0;0;2;1;2003;;2;;;;;;;;0;;;;1709500;GURUPI;17;TO;1;1;1;1;144;140;148;152;500.1;489.4;571.8;452.3;CEEAEBDEADCADEDAACEAECCCABEDBACDCEDEEACBCDECD;DABCDCAABEEAAEBEEBDBEACADDEADDCCCCDDAECEAECEA;DBDCEBDBAADAEBBCEEAEEDDCABBCDBCDBDABADADADDBC;CADBEACCEBBECCDBCDECECECDABBCCDADABDCEADCABDA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;160;140;140;160;20;620;D;E;E;3;A;B;A;A;A;A;A;A;A;A;A;C;A;D;D;A;A;A;5;5;5;5;5;5;5;B;A;A;A;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000058;2012;2;1;0;1;2;;2;1;3205200;VILA VELHA;32;ES;4;1;1;0;;;;3205200;VILA VELHA;32;ES;1;1;1;1;144;140;148;152;557.8;592.6;603.7;772.4;EBADECECABBABEDBBCCEEBEBDEDEDEEDCCDCDDCBBEDEE;CDCBDDDEEEAAAABBDBABEDDEDEECCDECAABADBCDAEDCB;EAECBAADEADAEBAAAEBEEDCCDBCEDEDDBBABCDAEADDBA;DCCBCABAEABEDEEEEEEDAADCDCBDCCDBDACBCBDDBDBDD;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;140;120;120;140;40;560;F;H;J;3;A;B;B;B;C;A;A;A;A;A;A;C;A;D;D;D;A;C;0;0;0;5;2;2;1;B;A;C;B;A;C;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000059;2012;12;0;0;3;1;2003;;1;;;;;;;;0;;;;3304524;RIO DAS OSTRAS;33;RJ;1;1;1;1;141;137;147;151;465.1;613.4;568.4;678.6;ABAAAEEADCDBEBECEAADCCAEEEACCEDDDBDBDAECEAABA;EEDBAABDCEBADEEAEECADCBACEEAAEEABDAAAEDECCCAB;ADDAEAADAAEABBAEBCBCDACDCBEBEEACEADDCAAEDADAB;BDBBEEDAADEDEABEDEEEECCCDCABACBDEBCAEACCCBDDC;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;160;200;200;180;160;900;G;H;J;7;A;B;B;B;C;C;C;B;A;D;D;C;A;A;A;D;C;A;5;5;5;5;0;0;0;B;A;C;B;A;C;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000060;2012;11;0;0;3;1;2010;;1;;;;;;;;0;;;;1302603;MANAUS;13;AM;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;C;D;3;A;B;A;A;A;D;D;A;A;D;A;B;D;A;D;D;A;A;5;4;4;5;5;5;5;B;B;A;D;E;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000061;2012;7;1;0;1;1;2010;;2;;;;;;;;0;;;;4316907;SANTA MARIA;43;RS;1;1;1;1;144;140;147;151;438.9;480;496.8;643.1;ADDDABBAEBDAAEDCDEEAEAEBBAEABDEDCCBECCCACADEB;CBDCCBACDAAADABDDDECEAEEEBDDEDDCABBDABCDEDCEE;ADDABABDABADCBACBEDADAADDBDADEEDECCAADDABAACC;DCDBDEBCBDEAEABBEEAEEDCCBCABACBDBEDCACADCDBAC;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;180;140;140;140;0;600;F;C;F;4;A;B;C;A;A;C;D;A;A;A;A;C;C;D;A;D;A;A;0;0;0;5;2;4;0;B;A;A;C;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000062;2012;3;1;1;3;1;2011;;1;;;;;;;;0;;;;4119152;PINHAIS;41;PR;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;C;D;3;C;B;B;A;B;A;A;A;A;D;D;A;D;D;D;D;B;A;4;1;1;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000063;2012;14;0;1;1;1;2003;;1;;;;;;;;0;;;;4303509;CAMAQUA;43;RS;1;1;1;1;143;139;148;152;591.2;625.5;562.5;736.9;EEDAEAACDDAEBCCBBBDECDDBBECECBDDACBCECBEDBEEC;AABDEEEDDABEBCBBDBEBCCBDABBAEEBDCDBCDADDEDEAA;ADACDAEDAADAEBCBABBDEDCBABEBDECEDEABDCAEACCBD;CCCBCABAEABEEEEDEDDDAADEDCBDCCDACAABDDBDBDBDD;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;160;140;140;80;640;E;C;E;5;B;B;B;A;B;A;A;A;A;D;D;B;A;D;A;D;A;A;3;3;5;5;5;5;4;B;A;A;D;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000064;2012;8;1;1;1;1;2006;;1;;;;;;;;0;;;;4317509;SANTO ANGELO;43;RS;1;1;1;1;142;138;147;151;562.5;628.4;566.9;598.7;ECABCCEAEBDEEAAAEABECBBBBDCDCCAECABCBBDECAACA;EABECAEAAABEEBABEEEEEECBBBDDADAADAEAABBAAAACC;ABDAEAADABABEAAEBEBEAACDBCEBEEAADAEABDBCDACAA;AEADECDCEBECDABEDDEEEDDEDBABACCECEDDDADDDABDA;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;140;140;140;120;100;640;C;E;F;2;C;B;B;B;A;B;D;A;A;D;A;B;A;D;A;D;A;A;2;4;0;0;5;5;5;B;A;A;B;A;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000065;2012;2;1;0;1;2;;1;1;3550308;SAO PAULO;35;SP;2;1;1;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;143;139;145;149;448.1;498.2;516.8;586.1;EDDDAEDACDACEBECCACCBDEACAABEEAAAEDAEDECACBAC;AAADDEEABBAEACDEEBBADBDDAACAADEBEBBEBCBDAADCA;DDABABBADBEBCEECDEDCBBCEEDCABABBECBDBABCAEADA;BBECEABECABDCCDECDECDCABABEACCEEBBDDBABAADDDD;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;80;80;120;40;440;I;C;H;8;C;B;B;A;A;A;A;A;A;A;D;A;D;D;A;D;A;A;5;5;3;5;5;5;3;B;A;A;F;A;A;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
