NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023
210062065404;2024;3;F;1;1;1;2;0;1;0;4311304;Lagoa Vermelha;43;RS;E;G;C;D;3;A;E;A;D;C;D;A;B;B;B;B;A;C;A;B;B;D;A
210062065405;2024;14;F;1;1;1;1;0;;0;4307708;Esteio;43;RS;C;B;A;A;2;B;C;A;B;C;A;A;B;A;B;B;A;B;A;B;A;B;A
210062065406;2024;13;F;1;1;1;1;18;;0;4314902;Porto Alegre;43;RS;E;E;C;B;1;B;D;A;B;B;A;A;B;A;B;A;B;B;A;B;A;A;B
210062065407;2024;4;M;1;3;1;1;1;;0;2111607;São Raimundo das Mangabeiras;21;MA;B;D;B;B;5;A;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;B;A
210062065408;2024;3;M;1;2;1;1;0;;0;3303500;Nova Iguaçu;33;RJ;H;H;C;F;3;A;C;A;B;C;A;A;B;A;B;B;A;C;B;B;A;D;A
210062065409;2024;11;M;1;3;1;1;7;;0;1503606;Itaituba;15;PA;B;E;C;B;5;B;D;A;B;D;A;C;B;B;B;B;A;B;B;B;B;E;A
210062065410;2024;7;M;1;2;1;2;0;1;0;2910800;Feira de Santana;29;BA;A;A;B;B;3;A;A;A;B;B;A;A;B;A;A;A;A;B;A;A;A;A;A
210062065411;2024;2;M;1;1;1;2;0;1;0;4113700;Londrina;41;PR;E;E;B;E;4;A;C;A;B;C;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065412;2024;4;F;1;1;1;1;1;;0;3550308;São Paulo;35;SP;E;D;D;D;5;B;O;A;C;C;B;B;B;A;B;B;A;D;A;B;A;E;D
210062065413;2024;4;M;1;3;1;1;2;;0;5002704;Campo Grande;50;MS;F;E;E;F;4;A;C;A;B;B;B;A;B;A;A;B;B;B;B;B;B;C;A
210062065414;2024;4;M;1;1;1;1;2;;0;5103403;Cuiabá;51;MT;E;F;D;D;1;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;B;B;E
210062065415;2024;13;M;2;3;1;1;0;;0;1716109;Paraíso do Tocantins;17;TO;B;B;A;B;2;A;C;A;B;B;B;A;B;A;A;A;A;B;A;B;B;B;D
210062065416;2024;3;M;1;3;1;1;1;;0;1500602;Altamira;15;PA;H;E;F;B;4;B;D;A;C;D;B;B;A;A;A;A;A;A;A;B;A;B;A
210062065417;2024;12;F;1;4;1;1;17;;0;1302603;Manaus;13;AM;H;D;B;B;1;A;A;A;B;B;A;A;B;A;A;A;A;B;A;A;A;A;A
210062065418;2024;4;M;1;1;2;2;0;1;0;2100055;Açailândia;21;MA;E;E;C;B;5;A;C;A;B;C;A;B;B;A;B;A;A;C;A;B;A;E;A
210062065419;2024;8;M;1;1;1;1;5;;0;3118601;Contagem;31;MG;E;E;F;F;4;B;C;A;B;C;B;A;B;A;B;B;A;B;A;B;B;B;B
210062065420;2024;14;M;2;3;1;1;18;;0;2704302;Maceió;27;AL;F;E;E;D;4;B;L;A;C;D;B;A;B;A;B;B;B;B;B;B;C;D;B
210062065421;2024;15;M;1;0;1;1;18;;0;4304606;Canoas;43;RS;F;B;E;B;2;B;J;A;B;C;A;A;B;A;B;A;B;B;B;B;B;C;D
210062065422;2024;4;M;1;1;1;2;0;1;0;4300604;Alvorada;43;RS;D;E;C;B;3;B;C;A;B;C;B;A;B;A;B;B;A;C;A;B;A;C;A
210062065423;2024;3;F;1;3;1;2;0;1;0;1506203;Salinópolis;15;PA;B;D;D;B;5;A;C;A;B;C;A;A;B;A;B;A;A;B;A;B;A;D;A
210062065424;2024;15;M;0;0;1;1;18;;0;3304557;Rio de Janeiro;33;RJ;F;E;D;D;2;A;B;A;B;B;A;A;B;A;B;B;A;A;A;A;B;B;D
210062065425;2024;2;M;1;2;1;2;0;1;0;4219705;Xaxim;42;SC;E;E;B;B;6;A;D;A;B;D;B;B;B;B;B;B;A;B;A;B;A;C;A
210062065426;2024;12;M;1;1;1;1;15;;0;3504008;Assis;35;SP;B;B;B;B;3;A;C;A;C;D;A;B;B;A;B;B;A;C;A;B;B;D;A
210062065427;2024;2;M;1;1;1;2;0;1;0;4118204;Paranaguá;41;PR;E;C;F;F;4;A;C;A;B;C;B;B;B;A;A;A;A;B;A;B;B;C;A
210062065428;2024;1;F;1;1;1;3;0;;1;2503209;Cabedelo;25;PB;E;E;D;A;2;A;C;A;B;C;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065429;2024;3;M;1;1;1;2;0;1;0;4304408;Canela;43;RS;E;E;A;F;5;A;J;B;C;D;B;B;B;B;B;B;B;C;B;B;C;E;D
210062065430;2024;3;F;1;1;1;3;0;;1;4320008;Sapucaia do Sul;43;RS;C;D;C;B;5;B;E;A;B;C;A;A;B;A;B;B;A;B;A;B;B;E;A
210062065431;2024;2;M;1;2;1;2;0;1;0;3302858;Mesquita;33;RJ;E;D;F;F;5;A;B;A;B;B;A;A;B;B;B;B;A;B;B;B;A;E;A
210062065432;2024;3;M;1;3;1;2;0;1;0;4106902;Curitiba;41;PR;D;E;C;C;2;B;E;A;B;C;A;A;B;A;B;B;B;D;A;B;A;C;A
210062065433;2024;12;M;1;1;1;1;0;;0;4305108;Caxias do Sul;43;RS;B;D;F;F;5;B;B;A;B;D;B;B;B;A;B;B;A;C;A;B;A;C;A
210062065434;2024;3;M;3;2;1;2;0;2;0;4305207;Cerro Largo;43;RS;C;C;C;A;3;B;D;A;B;D;D;B;D;B;B;B;B;C;B;B;A;D;A
210062065435;2024;2;M;1;4;1;3;0;;1;3530607;Mogi das Cruzes;35;SP;C;E;F;F;3;A;C;A;B;C;C;A;B;A;B;B;B;B;B;B;C;D;C
210062065436;2024;12;F;1;3;1;1;18;;0;5208905;Goiás;52;GO;E;E;B;E;3;B;C;A;C;D;A;A;B;A;B;B;B;B;B;B;B;B;A
210062065437;2024;4;F;1;3;1;1;2;;0;2927408;Salvador;29;BA;H;D;F;B;4;B;B;A;B;D;A;A;B;A;B;A;A;B;A;A;A;D;A
210062065438;2024;6;F;1;1;1;1;3;;0;4317608;Santo Antônio da Patrulha;43;RS;E;G;D;D;2;B;C;A;C;D;B;A;B;A;B;B;B;C;B;B;B;E;A
210062065439;2024;6;M;1;1;1;1;4;;0;3118601;Contagem;31;MG;G;F;E;E;3;A;H;B;C;D;B;A;B;B;B;B;B;C;B;B;C;D;D
210062065440;2024;3;M;1;3;1;1;1;;0;2610400;Parnamirim;26;PE;E;F;F;D;4;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;B;C;A
210062065441;2024;12;M;1;3;1;1;13;;0;3530607;Mogi das Cruzes;35;SP;B;B;A;B;2;B;C;A;C;C;B;B;B;A;B;B;B;B;A;B;C;C;A
210062065442;2024;4;M;1;2;1;2;0;1;0;2905701;Camaçari;29;BA;C;H;F;F;3;B;B;A;B;C;A;A;B;A;A;B;A;B;A;A;A;D;A
210062065443;2024;2;M;1;1;1;3;0;;1;3106200;Belo Horizonte;31;MG;D;E;B;B;5;A;E;A;D;D;B;A;B;A;B;B;B;B;A;B;A;E;A
210062065444;2024;9;F;1;1;1;1;0;;0;3550308;São Paulo;35;SP;D;D;B;B;3;B;C;A;B;C;A;A;B;A;B;B;A;B;A;A;B;B;A
210062065445;2024;3;F;3;3;1;2;0;1;0;2604205;Catende;26;PE;H;B;A;A;6;A;A;A;B;C;A;A;B;A;A;B;A;B;A;B;A;C;A
210062065446;2024;11;F;1;3;1;1;10;;0;3130101;Igarapé;31;MG;C;H;C;C;2;B;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;B;A
210062065447;2024;4;F;1;3;1;1;2;;0;2304400;Fortaleza;23;CE;E;F;F;B;3;B;B;A;B;B;A;A;B;A;A;B;A;B;A;B;B;C;A
210062065448;2024;5;M;1;1;1;1;3;;0;4104303;Campo Mourão;41;PR;F;G;D;D;2;A;F;B;C;C;B;A;B;A;B;B;A;B;A;B;C;C;A
210062065449;2024;14;F;1;1;1;1;18;;0;1302603;Manaus;13;AM;D;E;C;C;2;B;H;A;B;C;A;A;B;A;B;A;A;C;A;B;B;C;A
210062065450;2024;4;M;1;1;1;2;0;1;0;3304904;São Gonçalo;33;RJ;C;D;F;F;3;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065451;2024;12;M;1;1;1;1;14;;0;2304400;Fortaleza;23;CE;D;G;F;D;5;B;H;A;B;C;B;A;B;A;B;B;A;D;A;B;B;B;E
210062065452;2024;5;F;1;3;1;1;2;;0;2111300;São Luís;21;MA;A;C;A;A;4;A;D;A;B;D;A;A;B;A;A;A;A;B;A;B;B;C;A
210062065453;2024;2;M;1;1;1;3;0;;1;2503704;Cajazeiras;25;PB;C;B;A;B;4;B;B;A;B;D;A;B;B;A;B;A;A;A;A;A;A;E;A
210062065454;2024;12;F;0;2;1;1;0;;0;1302603;Manaus;13;AM;A;G;A;D;2;B;E;A;B;C;A;B;B;A;B;A;A;B;B;B;B;C;B
210062065455;2024;13;F;3;1;1;1;18;;0;2910727;Eunápolis;29;BA;C;F;C;D;2;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;D
210062065456;2024;8;F;1;1;1;1;5;;0;4311007;Jaguarão;43;RS;D;F;B;D;3;A;B;A;B;C;B;A;B;A;A;A;A;B;A;B;A;D;A
210062065457;2024;2;M;1;3;1;3;0;;1;5103403;Cuiabá;51;MT;D;E;B;B;3;A;C;A;B;C;A;A;B;A;A;A;A;B;A;B;A;C;A
210062065458;2024;3;F;1;1;1;1;1;;0;1504208;Marabá;15;PA;H;F;F;D;3;A;C;A;B;C;A;B;B;A;B;A;A;A;A;B;B;D;D
210062065459;2024;3;F;0;1;1;2;0;1;0;5208707;Goiânia;52;GO;H;E;B;B;4;B;E;A;B;C;A;A;B;A;B;A;B;B;B;B;E;E;B
210062065460;2024;16;M;3;1;1;1;0;;0;4314407;Pelotas;43;RS;B;B;B;A;4;B;B;A;B;C;A;A;B;A;B;A;A;B;A;A;A;C;A
210062065461;2024;12;F;1;3;1;1;13;;0;3105608;Barbacena;31;MG;A;B;A;A;1;B;B;A;B;C;A;A;B;A;B;A;A;B;A;B;B;B;A
210062065462;2024;12;M;1;1;1;1;13;;0;3106200;Belo Horizonte;31;MG;G;E;E;D;4;B;Q;B;B;C;B;A;B;A;B;B;B;B;A;B;B;C;D
210062065463;2024;12;F;1;2;1;1;14;;0;2210607;São Raimundo Nonato;22;PI;B;B;B;A;5;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065464;2024;12;F;2;1;1;1;18;;0;3550308;São Paulo;35;SP;D;B;B;B;3;B;H;B;D;C;C;A;B;A;B;B;B;C;B;B;D;C;A
210062065465;2024;11;F;1;3;1;1;7;;0;3118007;Congonhas;31;MG;E;E;C;B;4;A;E;A;B;D;B;B;C;A;A;B;A;B;A;B;A;B;A
210062065466;2024;5;F;1;1;1;1;3;;0;4106902;Curitiba;41;PR;G;C;D;B;2;B;D;A;D;D;A;A;B;B;B;B;A;B;A;B;B;B;A
210062065467;2024;5;F;1;1;1;1;2;;0;3550308;São Paulo;35;SP;E;D;D;F;3;B;I;A;D;C;A;A;B;A;B;B;A;D;A;B;C;E;A
210062065468;2024;4;M;1;3;1;2;0;1;0;2407203;Macau;24;RN;B;D;D;F;3;A;B;A;B;C;B;B;B;A;A;B;A;B;A;B;B;C;A
210062065469;2024;3;F;1;1;1;2;0;1;0;4202404;Blumenau;42;SC;B;C;D;B;9;A;B;A;B;D;B;D;B;B;B;B;B;B;A;B;B;E;A
210062065470;2024;12;M;0;0;1;1;14;;0;5300108;Brasília;53;DF;E;E;D;B;2;B;G;A;B;B;B;A;B;A;B;B;A;B;A;B;B;C;E
210062065471;2024;5;F;1;3;2;1;3;;0;3303401;Nova Friburgo;33;RJ;H;B;B;B;3;B;C;A;B;B;A;A;B;A;B;A;A;B;A;A;A;C;A
210062065472;2024;3;F;1;3;1;2;0;1;0;4127700;Toledo;41;PR;H;D;C;B;4;B;C;A;C;D;B;A;B;A;B;B;A;B;B;B;B;D;A
210062065473;2024;9;M;1;3;1;1;5;;0;2902708;Barra;29;BA;D;G;B;E;4;A;F;A;C;C;B;A;B;A;A;B;A;B;A;B;B;D;A
210062065474;2024;2;M;1;3;1;3;0;;1;5221858;Valparaíso de Goiás;52;GO;G;F;D;D;5;A;J;A;C;D;B;A;B;A;B;B;A;D;B;B;C;E;A
210062065475;2024;4;M;1;1;1;1;2;;0;4106902;Curitiba;41;PR;F;G;E;E;3;B;G;A;C;D;B;B;B;A;B;B;B;C;B;B;A;D;A
210062065476;2024;14;F;0;1;1;1;18;;0;4314902;Porto Alegre;43;RS;C;G;F;E;2;B;F;A;B;B;B;A;B;A;B;B;B;B;A;B;B;C;B
210062065477;2024;12;F;1;1;1;1;12;;0;4321808;Três de Maio;43;RS;B;B;A;A;2;B;B;A;B;C;B;B;B;A;B;A;A;B;A;B;A;B;A
210062065478;2024;2;F;1;1;1;2;0;1;0;4310603;Itaqui;43;RS;F;G;D;D;3;A;D;A;B;C;B;A;B;A;B;B;B;B;A;B;B;D;A
210062065479;2024;11;F;1;3;1;1;10;;0;3304557;Rio de Janeiro;33;RJ;G;F;E;B;3;A;Q;A;B;C;B;A;B;A;B;B;B;D;B;B;C;D;A
210062065480;2024;7;M;1;2;1;1;3;;0;3304557;Rio de Janeiro;33;RJ;H;B;F;B;6;A;C;A;B;C;B;A;B;A;B;B;A;C;A;B;B;B;E
210062065481;2024;11;M;1;3;1;1;12;;0;4314902;Porto Alegre;43;RS;G;G;E;E;2;A;P;B;C;C;B;A;B;A;B;B;B;C;B;B;C;B;D
210062065482;2024;7;M;1;1;1;1;0;;0;3101607;Alfenas;31;MG;C;D;B;B;3;B;F;A;C;C;B;B;B;A;A;B;A;B;A;B;A;D;A
210062065483;2024;5;M;1;3;1;2;0;;0;1600303;Macapá;16;AP;A;A;C;B;7;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065484;2024;18;M;2;1;1;1;18;;0;4314902;Porto Alegre;43;RS;D;D;B;B;5;B;K;D;C;C;A;A;B;B;B;B;B;C;A;B;C;D;C
210062065485;2024;11;M;2;2;1;1;8;;0;3550308;São Paulo;35;SP;B;D;B;B;6;A;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;A
210062065486;2024;11;M;1;1;1;1;0;;0;4314407;Pelotas;43;RS;F;E;D;B;1;B;C;A;B;B;A;B;B;A;B;B;A;A;A;B;B;B;B
210062065487;2024;11;M;1;3;1;1;0;;0;4304408;Canela;43;RS;B;B;A;A;1;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065488;2024;14;M;2;1;1;1;18;;0;5220454;Senador Canedo;52;GO;B;C;B;A;3;B;B;D;B;C;B;A;B;A;B;B;A;B;A;B;B;C;A
210062065489;2024;5;M;1;1;1;1;3;;0;2927408;Salvador;29;BA;H;E;F;B;2;B;C;A;B;C;A;A;B;A;B;B;A;C;A;B;B;B;E
210062065490;2024;11;F;0;1;1;1;12;;0;3118304;Conselheiro Lafaiete;31;MG;G;F;D;D;2;B;O;A;B;B;B;A;B;A;B;B;B;B;A;B;C;C;A
210062065491;2024;18;F;2;1;1;1;18;;0;2611606;Recife;26;PE;D;B;B;C;5;B;F;B;D;D;B;A;B;A;B;B;B;C;A;B;D;E;B
210062065492;2024;11;F;0;1;1;1;8;;0;4303905;Campo Bom;43;RS;B;E;B;D;3;B;E;A;B;B;B;A;B;A;B;B;B;B;A;B;B;B;E
210062065493;2024;3;F;1;3;1;2;0;1;0;1200203;Cruzeiro do Sul;12;AC;C;C;A;A;6;A;B;A;B;D;A;B;A;B;A;A;A;A;A;A;A;D;A
210062065494;2024;5;M;1;1;1;1;3;;0;4317202;Santa Rosa;43;RS;D;D;F;F;4;B;D;A;C;D;C;C;B;B;B;B;B;D;A;B;C;D;A
210062065495;2024;7;M;1;1;1;1;4;;0;3300704;Cabo Frio;33;RJ;E;C;C;B;2;A;C;A;B;B;A;A;B;B;A;A;A;A;A;B;B;C;A
210062065496;2024;11;M;1;2;1;1;9;;0;3122306;Divinópolis;31;MG;B;B;D;B;1;B;H;A;B;D;A;A;B;A;B;B;A;B;B;B;B;C;A
210062065497;2024;4;F;1;2;1;2;0;1;0;5215603;Padre Bernardo;52;GO;C;F;F;F;3;A;A;A;B;C;A;B;B;A;B;B;A;A;A;B;B;C;A
210062065498;2024;2;F;1;1;1;3;0;;1;4208500;Ituporanga;42;SC;C;B;A;A;3;A;C;A;B;C;B;B;B;B;B;B;B;B;A;B;A;B;A
210062065499;2024;12;M;1;3;1;1;13;;0;5300108;Brasília;53;DF;F;A;C;B;3;B;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;D;A
210062065500;2024;14;F;2;3;1;1;0;;0;3301702;Duque de Caxias;33;RJ;B;B;D;C;2;B;E;A;D;C;B;A;B;A;B;B;B;B;A;B;B;B;A
210062065501;2024;7;M;1;3;1;1;4;;0;3127701;Governador Valadares;31;MG;D;C;C;F;5;B;F;A;B;D;B;C;B;A;B;A;A;B;A;B;B;E;A
210062065502;2024;3;M;1;3;1;2;0;1;0;1504802;Monte Alegre;15;PA;E;E;C;B;2;A;B;A;B;C;A;B;B;A;A;A;A;B;A;B;A;B;A
210062065503;2024;14;F;2;1;1;1;18;;0;5300108;Brasília;53;DF;E;D;C;B;3;A;P;A;D;D;D;A;C;A;B;B;B;D;A;B;C;D;A
210062065504;2024;6;F;1;2;1;1;2;;0;3550308;São Paulo;35;SP;E;E;B;B;4;A;F;A;B;C;A;A;B;A;B;A;A;B;B;B;A;E;A
210062065505;2024;5;F;1;3;1;1;2;;0;2402600;Ceará-Mirim;24;RN;B;B;F;F;5;A;B;A;B;C;A;A;B;A;B;B;A;B;A;B;B;C;A
210062065506;2024;5;M;1;3;1;1;2;;0;4101408;Apucarana;41;PR;E;G;D;D;4;B;G;A;C;D;C;B;B;A;B;B;B;C;A;B;C;E;E
210062065507;2024;13;F;2;3;1;1;18;;0;2704302;Maceió;27;AL;B;B;C;B;4;A;G;A;C;D;B;B;B;A;B;B;A;B;B;B;B;E;B
210062065508;2024;11;M;1;3;1;1;0;;0;2506004;Esperança;25;PB;H;H;C;B;4;A;B;A;B;C;A;A;B;A;A;A;A;B;A;B;A;C;A
210062065509;2024;4;M;1;3;1;1;1;;0;1501402;Belém;15;PA;E;D;B;F;2;A;B;A;B;B;A;A;B;A;B;B;A;B;A;B;A;C;A
210062065510;2024;6;M;1;3;1;1;0;;0;5300108;Brasília;53;DF;C;D;B;B;3;A;C;A;B;C;A;A;B;A;B;B;A;B;A;B;A;B;A
210062065511;2024;13;F;2;2;1;1;0;;0;1501402;Belém;15;PA;H;C;F;B;3;B;E;A;A;C;A;A;B;A;A;A;A;B;A;B;A;D;A
210062065512;2024;11;F;1;1;1;1;9;;0;4315602;Rio Grande;43;RS;B;E;C;B;2;B;C;A;C;C;A;A;B;A;B;B;A;B;A;B;B;C;A
210062065513;2024;2;M;1;1;1;2;0;1;0;3104205;Arcos;31;MG;C;G;C;D;2;A;C;A;B;C;B;A;B;A;B;B;A;B;A;B;B;C;C
210062065514;2024;1;M;1;1;1;3;0;;1;3505708;Barueri;35;SP;F;E;C;C;4;A;H;A;D;D;B;A;C;B;B;B;B;D;A;B;D;E;A
210062065520;2024;11;M;2;1;1;1;12;;0;3519303;Ibaté;35;SP;B;C;A;A;3;B;D;A;B;C;A;B;B;A;B;B;A;B;A;B;B;C;A
210062065521;2024;14;M;2;1;1;1;18;;0;4115200;Maringá;41;PR;F;B;D;D;4;B;G;B;C;D;B;A;B;A;B;B;A;B;A;B;B;C;E
210062065522;2024;3;F;1;3;1;2;0;1;0;3552502;Suzano;35;SP;D;E;A;B;4;A;B;A;C;D;A;A;B;A;A;A;A;B;A;B;A;E;A
210062065523;2024;6;F;1;1;1;1;2;;0;3304557;Rio de Janeiro;33;RJ;G;E;D;F;4;A;H;A;C;C;C;A;B;A;B;B;A;D;A;B;B;E;A
210062065524;2024;2;M;1;1;1;3;0;;1;4302808;Caçapava do Sul;43;RS;E;E;B;D;3;A;B;A;B;D;B;A;B;A;B;B;A;B;A;B;B;D;A
210062065525;2024;11;F;1;2;1;1;10;;0;3124104;Esmeraldas;31;MG;C;E;C;B;2;A;B;A;B;C;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065526;2024;3;M;1;1;1;2;0;1;0;3522307;Itapetininga;35;SP;C;B;B;A;5;B;D;A;C;D;C;B;C;A;B;B;A;C;B;B;A;E;A
210062065527;2024;7;M;1;2;1;1;0;;0;2616407;Vitória de Santo Antão;26;PE;A;B;B;B;6;B;B;A;B;C;A;A;B;A;A;A;A;B;A;B;A;E;A
210062065528;2024;11;F;1;4;1;1;11;;0;5003306;Coxim;50;MS;C;G;C;D;4;B;C;A;B;C;B;A;B;A;A;B;A;B;A;B;B;B;A
210062065529;2024;11;F;0;4;1;1;8;;0;3200805;Baixo Guandu;32;ES;E;C;A;B;2;B;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;A
210062065530;2024;10;F;1;3;1;1;0;;0;3304557;Rio de Janeiro;33;RJ;D;E;B;C;5;A;C;A;B;B;A;A;B;A;B;A;A;B;A;A;B;C;A
210062065531;2024;15;F;3;3;1;1;0;;0;5300108;Brasília;53;DF;H;A;F;A;2;A;D;A;B;C;A;A;B;A;B;B;A;A;A;B;B;C;A
210062065532;2024;5;M;1;3;1;1;3;;0;3306305;Volta Redonda;33;RJ;C;E;C;B;3;A;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;D;A
210062065533;2024;3;F;1;2;1;2;0;1;0;3162955;São José da Lapa;31;MG;B;B;B;B;3;A;B;A;B;D;B;A;B;B;B;B;B;B;A;B;A;D;A
210062065534;2024;2;F;1;1;1;2;0;1;0;3167202;Sete Lagoas;31;MG;E;C;C;C;2;A;B;A;B;C;A;A;B;A;B;B;A;C;B;B;A;B;A
210062065535;2024;2;F;1;3;1;3;0;;1;5300108;Brasília;53;DF;F;G;D;E;2;A;N;A;C;C;B;A;B;A;B;A;B;B;A;B;C;E;A
210062065536;2024;3;F;1;3;1;2;0;1;0;1503200;Igarapé-Açu;15;PA;D;D;B;A;7;A;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;C;A
210062065537;2024;1;M;1;2;1;3;0;;1;2910800;Feira de Santana;29;BA;G;G;E;E;4;A;Q;D;D;D;B;A;C;A;B;B;B;D;B;B;D;E;D
210062065538;2024;5;M;1;3;1;1;3;;0;3516200;Franca;35;SP;E;E;D;B;4;A;F;A;B;D;B;B;B;A;B;B;B;B;A;B;C;E;A
210062065539;2024;2;M;1;3;1;2;0;1;0;1501402;Belém;15;PA;E;E;B;B;3;A;B;A;B;C;A;B;B;A;B;A;A;B;A;B;A;C;A
210062065540;2024;2;M;0;1;1;3;0;;1;3106200;Belo Horizonte;31;MG;E;G;B;E;2;A;M;A;C;D;B;A;B;B;B;B;A;C;B;B;C;C;D
210062065541;2024;11;M;2;1;1;1;0;;0;4306767;Eldorado do Sul;43;RS;C;E;C;F;2;B;C;A;B;B;A;A;B;A;B;B;A;B;A;B;B;C;A
210062065542;2024;16;F;3;1;1;1;18;;0;3106200;Belo Horizonte;31;MG;C;D;F;F;3;A;B;A;B;B;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065543;2024;1;F;1;2;1;4;0;;0;3304904;São Gonçalo;33;RJ;G;E;E;D;4;A;F;A;B;C;B;A;B;A;B;A;A;B;B;B;B;B;B
210062065544;2024;2;M;1;1;1;3;0;;1;4307500;Espumoso;43;RS;F;G;B;B;4;B;K;D;C;C;C;A;C;B;B;B;A;C;A;B;B;D;A
210062065545;2024;4;M;1;0;1;1;0;;0;3531100;Mongaguá;35;SP;D;G;E;E;3;B;C;A;C;C;D;A;B;B;B;B;B;B;A;B;B;D;A
210062065546;2024;1;F;1;3;1;3;0;;1;1505809;Portel;15;PA;C;C;C;B;5;A;D;A;B;A;A;A;B;A;A;A;A;B;A;A;A;C;A
210062065547;2024;1;F;1;1;1;3;0;;1;5300108;Brasília;53;DF;E;E;D;F;4;A;E;A;B;C;B;A;B;A;B;A;A;B;A;B;B;E;A
210062065548;2024;14;F;1;3;1;1;18;;0;1600303;Macapá;16;AP;G;G;D;D;3;B;G;A;C;C;B;A;B;A;A;A;A;B;A;B;A;B;A
210062065549;2024;19;M;2;1;1;1;18;;0;2611606;Recife;26;PE;E;E;C;B;4;B;D;A;C;C;A;A;B;A;B;A;A;C;B;B;B;E;D
210062065550;2024;4;F;0;3;3;2;0;1;0;1400100;Boa Vista;14;RR;B;B;C;B;3;B;A;A;B;B;A;A;A;A;A;A;A;A;A;B;A;C;A
210062065551;2024;2;F;1;3;1;3;0;;1;2507507;João Pessoa;25;PB;B;D;F;F;5;A;B;A;B;D;A;A;B;A;B;A;A;A;A;A;A;B;A
210062065552;2024;5;F;1;1;1;1;3;;0;2408102;Natal;24;RN;H;G;D;E;3;B;G;A;C;C;A;A;B;A;A;A;A;C;B;B;B;D;A
210062065553;2024;9;F;1;1;1;1;4;;0;4314902;Porto Alegre;43;RS;C;C;C;B;2;A;C;A;B;C;A;A;B;A;B;B;A;B;B;B;B;C;A
210062065554;2024;13;F;1;1;1;1;18;;0;4300406;Alegrete;43;RS;D;E;D;B;3;B;F;A;B;C;B;A;B;A;B;B;B;C;A;B;B;B;A
210062065555;2024;5;F;1;1;1;2;0;1;0;4304606;Canoas;43;RS;D;D;F;B;1;B;B;A;B;B;A;A;B;B;B;A;A;B;B;B;A;B;A
210062065556;2024;3;M;1;1;1;2;0;1;0;4307500;Espumoso;43;RS;C;F;A;A;3;A;C;A;C;D;B;B;B;B;B;A;B;C;B;B;C;D;A
210062065557;2024;2;F;1;1;1;3;0;;1;4308508;Frederico Westphalen;43;RS;B;E;C;C;2;B;C;A;B;C;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065558;2024;4;M;1;1;1;1;2;;0;4306767;Eldorado do Sul;43;RS;G;G;D;C;4;A;F;A;D;D;B;A;B;A;B;B;B;C;A;B;E;E;A
210062065559;2024;13;F;1;1;2;1;18;;0;4314902;Porto Alegre;43;RS;F;E;D;D;2;B;B;A;B;B;A;A;B;A;A;A;A;C;A;A;A;B;A
210062065560;2024;2;M;1;1;1;3;0;;1;4313508;Osório;43;RS;E;D;D;D;3;A;F;A;B;C;B;A;B;A;B;B;B;B;A;B;B;C;A
210062065561;2024;6;M;1;1;1;1;3;;0;4317400;Santiago;43;RS;C;E;A;D;3;A;C;A;B;C;B;B;B;A;B;B;A;B;A;B;B;C;A
210062065562;2024;1;M;1;1;1;3;0;;1;4304606;Canoas;43;RS;B;B;F;F;9;A;A;A;B;C;A;A;A;A;A;A;A;A;A;A;A;A;A
210062065563;2024;11;F;0;1;1;1;8;;0;4323002;Viamão;43;RS;H;E;F;B;3;A;C;A;B;C;B;A;B;A;B;B;A;B;A;B;A;C;A
210062065564;2024;2;F;1;3;1;2;0;1;0;4309209;Gravataí;43;RS;D;E;D;D;5;B;D;A;B;D;D;A;B;B;B;B;B;D;B;B;B;E;A
210062065565;2024;12;M;3;3;1;1;0;;0;4321204;Taquara;43;RS;B;B;B;B;1;B;D;A;B;B;A;A;B;A;B;B;A;B;A;B;A;B;A
