NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
1728891;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1419;1385;1398;1407;598.8;564.8;571.4;534;BDECCADEDDAACBDDEEADBBEBEEEDDBACBCEADEADBEEDC;DEECCADBEBECEDABBEEABEEDEEBBEBDCEACDCBCBCCBBD;DAABCBDCADEECCEAEDEDEAEEBCBEAABBDABDADDDACECB;DABACDACEAEABBCEDDCCABBBBACACBCAACACDEAEEEDDE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;160;160;160;800
3174313;2024;;;;;;;;;2207702;Parnaíba;22;PI;1;1;1;1;1422;1384;1396;1410;389.4;461.3;500.8;381.8;BCBCDBDDECCEDBBCADDCDDBECBDCACDDDAACCEDEBDAAB;CCDBEDADABADEDDBDBBABBCDCCAABDAABABEACBCEDCCA;BDAABDADBCDCCACBBBDCADEEDDAADBBDEECCCCCCACDBB;CDBCCACABEABACABAEDAEACDAEBADDCBDABCCADBDCAED;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;100;120;100;520
2376940;2024;;;;;;;;;3205200;Vila Velha;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1608648;2024;17024951;1718204;Porto Nacional;17;TO;2;1;1;1718204;Porto Nacional;17;TO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2935044;2024;;;;;;;;;2911709;Guanambi;29;BA;1;1;1;1;1422;1384;1396;1410;536.6;519.9;530.2;458.4;DCCEAABBEDCAEEAEEDBEAAADAAEBADEECAABDDDCEBDDA;DDDCEBDCECBDEEDBECCDBDDEBCAABEAEBAEEECEBBCDAA;DDACDDADEDCEEDEEBDABBCBEBDCDAEADEBDDDCCEDCBBC;CCDBCCBBADBEDCEDCDCBCAECBACBCACADBCDEEDDABCEB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;160;160;160;200;840
4192074;2024;;;;;;;;;4316808;Santa Cruz do Sul;43;RS;0;1;1;0;;1385;1398;;;527.4;512.4;;;BBEABBAEBCECADACEAEABCCADDECEADBEACADEBBCDAAB;CAAACBDCAEADDAEAEECBADCEABBEBDEBDEBDEDAEDAACB;;0;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;120;80;60;100;480
3302220;2024;;;;;;;;;4104006;Campina Grande do Sul;41;PR;1;1;1;1;1419;1385;1398;1407;530.9;537.1;560.9;587.8;BDBEDCDBECEEBCABEDADEBBBECEBCBAAEDEAEBEBCBDAA;BEEEBBDEECCCEBADEAEABEAADEDDEACCEDBECBCDBCBED;EDABEDBABDEECDBCEDCDBBEEBCAEBCDBABBDBDABDCECB;DCBCBCBCEABDCDACBACCBCCBABBAADCEAABEDADABBEDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;140;180;720
886164;2024;;;;;;;;;2111300;São Luís;21;MA;1;1;1;1;1420;1383;1395;1408;463;522.8;490.7;413.8;CCCADADEAAEDBCDEDACDABDCBBDBDCEBCBEACCEEAEDCA;BACBCBCCABDDBEBBCBDBDAEBCADDBCEACBADDEBEDADAD;DEBCAECCECDDCBAEACADDBCEEBDDEACBDCBDEBDAADEDB;BADBDBAECECC.BADACABADBDDADBADCABDBBACBEDCBDB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;100;100;120;540
3777034;2024;;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1422;1384;1396;1410;622.4;612.4;585.1;456.1;EBCCDCBDECCCEEDACABEDEACAEEEEDEBADBBDEDDBBBCB;BCDABCDBECAEDDDBEBCACCDBCDEADCEEEADBAECAECEDA;BDECCDABECBDDBDEBDDEDCBCDDCADBBDEDCAEDCECCCEC;DBCECAEBDCDCDCDBDEECDDDBDCBDDDDCCCDABABBBBBBB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;140;160;80;720
500706;2024;23007648;2307809;Marco;23;CE;2;1;1;2307809;Marco;23;CE;1;1;1;1;1422;1384;1396;1410;497.4;483.3;535.2;514.9;ACBEDACBEDACBEDACBEDACBEDACBEDACBEDACBEDACBED;EEDEEDABAABDEADBECEACBAABCEAEBAEEACBBCAAECBEA;DCEDCDADECBBDAECADDABDEEEDBDCDBDEBAADDEECCBCA;ACBEDACEEDACBEDACBEDACBEDACBEDACBEDACBEDACBED;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;200;160;880
1481949;2024;35925500;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1847098;2024;;;;;;;;;2302503;Brejo Santo;23;CE;1;1;1;1;1422;1384;1396;1410;630.4;658.4;619.9;495;BDEEDABAEBBEADDDBEEEDCBCABBDEDEBBBCBCEBDCBBCA;AADABCDBECEDEDBBEBEDBADECBEADDEEEACBAEBAECEDA;AACEBDADECBBDBEEBDCDACAEDDCADBBDEBDCBDBECCBBC;BBCCCAACBBCBDBBACBBBBCBCCBCCBCEAEEACCABBBCCEC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;200;160;140;160;800
2727425;2024;;;;;;;;;3538709;Piracicaba;35;SP;1;1;1;1;1419;1385;1398;1407;519;581;555.9;620.7;BCCAEDDEEADDCDADEABDACABEAEBBAAAABEAEBDDECAEC;CAEAABDBEDECEBABEBCAABCADDDAEADCEABECEBBCBDAD;EEABCDDCADEECCAADACBADEEBEBCABEBDEBDEBDADBECB;DBAABCBCDCDEBDEDCDCBBCCDABEDEACCCCDECABBDDEDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;100;120;160;640
1685096;2024;;;;;;;;;2707701;Rio Largo;27;AL;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3206672;2024;;;;;;;;;3301702;Duque de Caxias;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1100590;2024;15097307;1501956;Cachoeira do Piriá;15;PA;2;1;1;1502202;Capanema;15;PA;1;1;1;1;1419;1385;1398;1407;529;519.6;546.5;417.8;CBBEBADACDABAEEBEBCDDAECECEBABBCDCDADABCECDBB;ABEDBCDBEAECCEABEABADCCBACEECCDBDADCBCDBCCBCD;CBBDABBCBDEECEABAAECDEEEBCBBAADBCABDCDDDEABCB;AEBEBDCBDECDCDBADBACACDCACECCDBBAACBCBBCABADC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;160;140;180;740
1785764;2024;;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2023802;2024;23277971;2302701;Campos Sales;23;CE;2;2;1;2302701;Campos Sales;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
193599;2024;;;;;;;;;2611101;Petrolina;26;PE;1;1;1;1;1421;1386;1397;1409;361.9;414;374.3;468;BCAADBEDEAAECAECDDABAEBDBCDCBDACABDEADEACEBCC;ABEDABCBCEDACAEBDDAABBDCDCEAADBEACDCBACDB.CBE;BAADDABCCCADCBADDEAAEBDABBDAEACBBEBDBCDECDCEE;CABDAEBCDBBCAEECDBBDCDBACAEDBDEDDECBACBAEDBCB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;80;120;100;540
2556716;2024;;;;;;;;;3302403;Macaé;33;RJ;1;1;1;1;1421;1386;1397;1409;444.6;590.3;535;576.4;DCBABDECCBEBACDBDBCEABDCCBDBDBEAEBCEDBCCADDBC;CBCAACAEBDABCEDADBCDBEBEBEDCCCDBAECAEDEEDCECB;BACDABEEDADEEBBDBDDBDADCDDCEBBCADEABDECBCBECB;CCADBABCBCABBEDAECACBDCCDDDCDCCEDADACEDDCBDDE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;160;100;100;140;620
3205006;2024;35033522;3515657;Fernão;35;SP;2;1;1;3516705;Garça;35;SP;1;1;1;1;1420;1383;1395;1408;545.5;542;544.7;451.4;ECEBAEACAEBBBAADCCECEADAADDEBDEEDBACBEBEDDDCB;EEDACEBCAECDDAADAEECAABCECADBAAACBADEEDADADDE;EAAECECBECEDDEBCEDDCEADCEBCEBADCDADECBABBDDEA;BCBADBDCCBADCDBCCECDCDDCEBDADDEEBBCDDDDECCADD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;120;120;120;560
199746;2024;13059696;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1421;1386;1397;1409;446.8;537;431.6;429.7;CAAEDBDDCCCDEEADDBCDEDCAACCBBAACCCBEAEABDEECD;ABDCAABDEAAECEEAEBBDBDACCADBBBABACAAEACDDDACA;AACCACCADBCBEABDCEADAADDBDACBCDAAECBDDDEDBEDE;BDEDCDADADBEDBADBADCCDDDBCEEBCBEDCCEBDCCCEECC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;100;120;80;540
3818343;2024;;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
448150;2024;;;;;;;;;2202000;Buriti dos Lopes;22;PI;1;1;1;1;1421;1386;1397;1409;409.6;405.6;466.3;432;EACADDEDCAAAABDDDDBEACEEBCCBEAAAEBBBADEBEEDCD;ADDCDDEDCEBDCCEBBDBDCCCADDEAEAABDECDDDCEAAEDE;DECDDCDBDADDACDDBDABCAEABCDACBCACBEBCADBAEDDD;BAABBEACCEABEBDDCEDCBCCCCBACCBCBEBCBDADEDCDBC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;120;160;700
1268692;2024;31323748;3162906;São João Nepomuceno;31;MG;4;1;1;3162906;São João Nepomuceno;31;MG;1;1;1;1;1420;1383;1395;1408;601.5;635.6;590.3;777.3;ECECAABCCEEBCEDEDADBADECCBDBBDBECACEDEDEBADBB;CACEBCBBDBDDBEBBABCCCAECEDDABAEAAEADEDDADACBA;CAADEECBECADDCBCEDBCABDCEBCADDDBDBDACBECADDEB;CEDBBEDADCABDCCABBCABDBCCACABBACBACDDCBADEBAE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;180;200;180;200;920
2697413;2024;;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1111253;2024;32041411;3205309;Vitória;32;ES;4;1;1;3205309;Vitória;32;ES;1;1;1;1;1422;1384;1396;1410;533.5;665.5;617.3;734.4;CDCDBCAAECBCAEDCBECECCDBCBDADEEAACCACADDCCEDC;BADCBCBCECEDEBBBEBCECADACBAADAEEEABBEECBECEDA;AACEADADECBBDAEEBEEBBBBEDDCADDBCEBCABBCECDDBC;CCCECBABEDDBDECDEDEDDCDCCABCBCDCCBCBACABBBCDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;200;180;900
1520514;2024;;;;;;;;;3143302;Montes Claros;31;MG;1;1;1;1;1422;1384;1396;1410;586.1;624.6;562.8;614;BCCBBEDDEBDEEEDDCAEEDADCDBCDCDEBBECBCECADACBD;BDDCBCCCECBDABBBEBBDBCDABDEADEEEEACEDECAECEDA;ABCCADABECBCDBDEBDAEBCBEDDADDDACEBDAACCECABCD;ABCDDCACBCDECBDCAADDCBDCBAAADBCCADCDABACAECBD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;180;200;200;940
2635403;2024;;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1421;1386;1397;1409;533.4;513.5;541;495;DCCEDDDECCCAECBAEDB*ECCDDCCCEADBEBEEAECDCECAA;ADBCAAEEBBADCDBAEBACBDACDECABCAEAEDBBBCABDACA;DACDDBDECADDEBDDBDABDABBDDCCCEBBEBDEDDCACBEAB;CBACEDACBDDABBBBCEBCBEDACDEBDAAAEEBDBCDDBECAC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;180;100;120;0;500
1222308;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;426.7;560.7;583.5;616.5;AECDDBCDAAAECDEADBDDAAACEDABABECAAEACECBDDCEC;EBBDBBDEECCCCDACEAEABEAADAEEDABEAACEBBBECDBAD;CAEDCDDCDDEECADCBDEDADEEBEBEBDBBDCCDDDDDDAECB;DAAAEDACBDCBBCABABCBBCEAABCACCCBDECBCEDACCBCB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;140;120;660
1431694;2024;;;;;;;;;5204508;Caldas Novas;52;GO;0;1;1;0;;1383;1395;;;350.9;444.4;;;CADBDECABDAEBCAACDBAEBDEACECBAEABCECBCBEABCEB;CAAAABCEEDBDCAEAEC..ADC.CACEBCCBDDAEEDBDCCCAC;;0;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;1;100;180;120;160;120;680
2134752;2024;29415969;2906501;Candeias;29;BA;2;1;1;2906501;Candeias;29;BA;1;1;1;1;1422;1384;1396;1410;399.4;532.4;544.4;429.6;BCACBDABEAACEDDEBCBDBDACCBAAECBCDCADEBACDABEC;BADBBCCAEBADEABECBCDCADABEAADDCCCADECDABBCBDA;ABABCDDDECBBDADCBCDBBCBEDDCDABBCEBCECDBECCCBC;DDBDCEEDCABCBADCDECDAAECDADEBACDEAACEBBCDCDEA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;120;120;620
1464787;2024;35113724;3538709;Piracicaba;35;SP;4;1;1;3538709;Piracicaba;35;SP;1;1;1;1;1422;1384;1396;1410;624.9;547.5;599.6;699.7;DCBCBEBCACACADDDBCAEDAACEAEEDECBCECCCECDBABBC;BADCECDDACEDEEBDEABAEEDCCECCCBCCEADEAECAACDAA;ABCEADADECBBDAEEBBDEAABCDDEADDBDEBCEBDDECDBBB;DDEECBEBDBDBDBCDEEBBDEDCCABCACECABABADACAABDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;140;160;200;780
2373964;2024;;;;;;;;;1501501;Benevides;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2792697;2024;25096850;2507507;João Pessoa;25;PB;1;1;1;2507507;João Pessoa;25;PB;1;1;1;1;1422;1384;1396;1410;561;641.1;485.8;636.5;AACEECACEBCCCCBCDEDEBCACABDDEBBACECBDEEEDCCEB;DADDBCECEBEDEBDBEBCDEADEDEEADCEBDACEEECAECEDA;CDCDCDBDCCEDEDEEED.EDDBEDDEEDAABCACBBCCCEDDBC;BCCECBACABBDBBBDCDDEECDAEBEBBCCCDBCDDAACADCDD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;180;200;200;940
1661518;2024;23064510;2304285;Eusébio;23;CE;2;1;1;2304285;Eusébio;23;CE;1;1;1;1;1422;1384;1396;1410;450.6;359.6;459.1;543.7;BDDDEBCACBEDCBDABDABEECBADCDEDEDCDA*ABBECCBCD;AAACACCCACDBEBDDEEBCCBADADDBAEBDADEDDBDAADEEB;AAEBDCAABCECDDAEBDAABEBEBDAEECBACDDCCACDACCEA;ABBCDAACCBBBBCAABAAADABEBAACBDEDCDEBEBADBDABD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;100;120;80;540
503343;2024;;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;1422;1384;1396;1410;485.4;459.4;490.9;396.4;CDABBDBCEDDCBEBABDDEBEAEEEBEDBEAEACADCDECADED;BCDECCAAEECBAABCACAABCABDEAAEEACDAAEAADBACCCA;AAABDACDECDBDBCEBDDBACEBBEBDADAAEACBCCEEAECDB;EACACCBDABBAAAADADCCBBADAACCDCCAEACDDCEEBBDAB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;140;160;160;100;700
1312559;2024;;;;;;;;;3306008;Três Rios;33;RJ;0;1;1;0;;1385;1398;;;535;496.4;;;AABEACDBAACAEBACEAEABEAADBADEABECABEABCECEBCB;BAAEABECADEECAAACDCDACAAEBBEADCBDADDADCCDABDA;;0;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;120;120;120;100;580
3124907;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1420;1383;1395;1408;462.5;555.9;509.6;410.6;CAABEBCEBADBCABBCECDEACCDDABDABBEBBDEEDAABDDA;CEABEEABDECBDEDEABCECABCEEABE.ADDE*DAEDADACED;CCDECECBECAECBBEECCDAAEDBDEEEAABDADDCDDDADEB.;DDCCCECBAEBDDEEBCEAABEDBDBBACDBDBECEACEDBEADC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;100;80;540
701795;2024;31000311;3106200;Belo Horizonte;31;MG;2;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;1420;1383;1395;1408;520.1;566.2;577.2;491.7;EDEDBBCAAEEBDDADCAEBEDEEADDAEEBAEEBCCDDECBDCC;ABCBBECCCCADCEEBBBCECAECEEABEDCAEBADAEDCBEDDC;CAAAEECBECCDDACDEBDADDDCCBDBAECEDADDEBEBADEEA;DEDBECCAADDCABEEEADEBAEDBACECEDBEC.DBABDAEBBC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;180;200;160;180;200;920
262977;2024;;;;;;;;;2611101;Petrolina;26;PE;1;1;1;1;1422;1384;1396;1410;388;483.6;509.9;532.4;ABDACBAECCCAABDDCBECBECADDBEACDACDBCBACEDCABE;BDEACECCACBBEDCCDAADBDDEDACADDEEBDBDCEBBBCADA;ECDEEEBDECBEDADEBDEDADBBDDACDEBBEEABDECEECBDB;ABCEDCEDDDBCBBDADCCCABDDBEBCBCDECABCECACEDDDB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;120;120;160;680
1988485;2024;;;;;;;;;3513009;Cotia;35;SP;1;1;1;1;1419;1385;1398;1407;466.2;468;490.8;430;ACDACDEDBEAEABEDEDCDCBCCEAEBAEBCDBEACDDEDCBAA;CEBCECADCECCCEAADACBADCABEEDEEEEEAAEABBABCAAB;DDDCABBAECEEDEDABDCBAEBEAABBDAAEECEDEEACDBBCB;DACBDBBCAACCBDCAABDECECDEEDAACCCDCCBDCAEBDCCC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;80;40;100;40;360
1856003;2024;;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3511454;2024;;;;;;;;;1400159;Bonfim;14;RR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
