NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2723922;2024;;;;;;;;;5103205;Colíder;51;MT;1;1;1;1;1419;1385;1398;1407;416.4;479.3;591.3;521.2;BBADBBEACDDECBCCDBACEEABDDBCAECAEBCDDBEACEBDA;DABDEBDBEACCEDAEDAEABCAEBDACCEBDABECEBADDCBDA;BAAACBDCADEECEDBECCBADEEBCBECDBBCEADADCDDCECB;ECCABDCDDEBADCCEADDBECDBAAEACDAEBACDEBDCCADDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;8;0;0;0;0;0;0
2025594;2024;;;;;;;;;3303302;Niterói;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
640122;2024;;;;;;;;;3541406;Presidente Prudente;35;SP;1;0;0;1;1419;;;1407;521.5;;;508.4;CEABDCBEABCDBECBBECDDBBDEADDBAAAEDCAECBBCBACB;;;BACACEBBCBCBDECDDCDBACEBBBCCDDCEBBCDDDCCEDDCB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;;;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;;;;;;;
1064692;2024;26058812;2610905;Pesqueira;26;PE;2;1;1;2610905;Pesqueira;26;PE;1;1;1;1;1422;1384;1396;1410;416.3;408;444.9;469.9;DDADEBAEEEDEAEDCADEAAECAACBDDEABCDEDCBABDDCEE;BCCACEEDDACBBBDECECABDDC.CDADCEEDCCABAABCCDEE;CDEDCEBECCDADBCDBCBBDDCBADBCBCEDEECBDBCDABCBC;CBDBABCDEACBCBCDDDAABCDCBBCDEEABBDCBADEAECDBC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;4;0;0;0;0;0;0
3122170;2024;;;;;;;;;2313005;Solonópole;23;CE;1;1;1;1;1422;1384;1396;1410;450.4;532.9;505.9;542.1;BDCBBDAADCDEDEECACABDCDBDBCEBDDBCDCADBDDDACCE;DAEBECAAECADDABBEBBEEADEDDAACECAAACEACCABCCEA;AEDDDCBDECBCDACCADABBCBBDDDACBDCEECADEEEDDDEC;CDCEBCEDCBBECCDCBBCBCEDDCBEDBCBBDBDBEBAABCEDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;140;100;120;140;600
294707;2024;;;;;;;;;2509107;Mari;25;PB;2;1;1;2;;1385;1398;;;530.8;456.6;;;BEEBBDDBABECEDEBEBEBBCCEDDEBEEEAADCECADBBDCDB;CEDDABBBBDDACEECDDBCADDADCBCADCBBCCDEBAAEAABB;;1;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;160;120;120;120;640
3355482;2024;21027196;2109601;Rosário;21;MA;2;1;1;2109601;Rosário;21;MA;1;1;1;1;1419;1385;1398;1407;408.4;397;392.3;425.4;DCAACEDBCEBDCEEACAAEEAECEBBCDACAADECEBADCCDBC;BBBECAAECACDDBAACEABDAAABCD*BDEACABDCEEAEAEAE;BDBCACAEEEAAEA*ACACACDBAADEBBEEAAADDECADDDACE;CAADCCDEEACADABCDCBCBDEDCBDAABABADBDDADCBEDCD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;6;0;0;0;0;0;0
227432;2024;;;;;;;;;4208906;Jaraguá do Sul;42;SC;1;1;1;1;1421;1386;1397;1409;439.8;520;565.9;405.9;EBBDECEDCCDDEDDDBCDCA*DCBCCECCAAABCEADECCDCDA;ABBEADAEBEDDCDCBBBCDBEBBACDABEBBAAAABDEEDDABA;CBCDBEBECADDEDEDEDDBDEAABACDECCDCADEDDCECBECB;ABACDEBBDBBBEAACBDDECCBBBCDBDBABCDCBCAACECEBC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;100;580
621910;2024;;;;;;;;;3549904;São José dos Campos;35;SP;1;1;1;1;1421;1386;1397;1409;533.9;563.6;517.4;520.3;DEBDBEEBABDDABBCDDEDADCBBCDEBBEBBCDEADCEBECEB;ABECCDEEDEDECEDAEACDBDBCEDDBECDBABEEBCEEDEECE;DACEECCECAEDEADBBDABDEAABBCADDEDCAEEBAEECCEEB;DBECBEACBEBCCBDAAEDACBCBDCCCBCCDDCDBCDDCDEABD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;80;100;120;520
1399060;2024;;;;;;;;;3123908;Entre Rios de Minas;31;MG;1;1;1;1;1419;1385;1398;1407;552.2;585.4;589.5;571;BEBCEEACDBACCDCDCDBDCBADDCEABBBDAEECEEDCEBCEB;CAAABBDBECCCEBABEAAECBEAEEEDEBBEEABECBAACEDCD;DDCEABDCBDEECECCDCEDADCEBDBEDADBCEEDDCADCAECB;EEEAAEBBADCABBBCAACDECCDAEEDCBCCCABDEEABBCDBC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;180;160;120;140;700
2729477;2024;24070211;2401651;Bodó;24;RN;2;1;1;2403103;Currais Novos;24;RN;1;1;1;1;1420;1383;1395;1408;370.1;414.5;387.3;445.5;DADBCEAEDBBCECAAECBDAECBCDEBDCDADCEBEBCEBEBDA;CAAEDBCEACCEBDACACBDDBACBDACEBDADEACACCABBEDA;DBDEABCBDEDCBCAECABCACDCBEDCADECECDCBAABCEDAC;BEDCEBBABBCDDCABDBDEBACBDEACBCBECBDCBADECDEBB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;100;80;80;60;400
2540622;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;511.4;586.6;538.1;427.7;ECDBDCBABEDBCCDDDDBDCCAAEAEBAEBDACEACEBBCCBCD;CAEDBBBBEAECEBACDAEACBDADEEEDBBEEADDEBDACCEAD;CCCBBCBCBDEECDBADDBDABEEBCBEADBBBEBEEDAEACACB;CDACEBBCDBBBDCDCDDACBBDBADACACBEECDBACDBCDBEA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;140;140;660
2304965;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1223156;2024;;;;;;;;;3513801;Diadema;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3754826;2024;;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1784183;2024;;;;;;;;;3147907;Passos;31;MG;1;1;1;1;1421;1386;1397;1409;598.4;679.2;605.2;630.2;DAAEDEBBAABDECBABBDDDECADAAECABDEBDCEACBCEDED;ACBEAAEEDBEECEDADBADBEBEDADBBCDEAEBAEDEBBCDCE;AACEABBEDADEEBDDBDBBEAADBBEDECDBCBDEDDBECBECB;CBBCBDCEBDAAABBABAEAACCDECCCBADABADCBADCDCABE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;120;120;140;100;620
2531902;2024;35905604;3544004;Rio das Pedras;35;SP;2;1;1;3538709;Piracicaba;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3559089;2024;;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1670886;2024;;;;;;;;;2211001;Teresina;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2795902;2024;15024792;1501808;Breves;15;PA;2;1;1;1501808;Breves;15;PA;1;1;1;1;1421;1386;1397;1409;499.4;579;595.3;532.2;DCDDBEBAAECBECDBDDBCEDCADBBBEADEABBAEDEACDADA;ACDEACEDCEAECEDAABCDCEBADADCACBDAEAAEEECBAECE;AACDDCBEDADDEBEDEEADDECABDCCDDCDCBDEDDCECBECA;CCBCDAEDAEBCCEAACEDCAABBEB.CCAEEBBCEDABCECADA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;160;200;200;900
3726594;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;472.9;522.8;446.2;490.8;BDAADCCDAACCBEBDEBCADCBEEADBCDBBADAAEACCEABDC;CABABADDCCECEBADEACECCDADDADAEBEAABACBBBAEAAE;CEABACBAAAAEBCDBACECABDECDEACDABDAADCDAEBAECA;DEDBEEBCEDDEBCDCDDABBAEBACCCBBCCABDDDEDBECEDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;160;140;700
400278;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3275329;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1420;1383;1395;1408;463.5;357;528.3;430.5;CCEBCBEEAEEBDDABECAABADECDC.AE.BCBB.E.....D.B;CDA...BEAD.....D....A.D...A....A........C....;EAAADECBECEDDBBDEEBCDCEACBCDBBBCDEDAEABCE.CDB;DDBCACCBCDAACD.BACBDA....EEDCDBBCBDADDBEDDBAA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;140;100;620
2463491;2024;17017653;1706100;Cristalândia;17;TO;2;1;1;1706100;Cristalândia;17;TO;1;1;1;1;1419;1385;1398;1407;497.2;596.7;556.8;497.5;BEBCDECBACEECEEDCCCEDADCECABCEEACCEDBECBCACED;CEBDADDBEBDCCBABBAEACCCADEDDEBDEAABECECBCBBCD;ABCDEDDCBEEECEBCBAEDADEEBBBEEDDBCACDABADDCBCB;BCCACCBBABDBDCBBDBBCAEADCBCDACADDBDEBCDBDCEDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;120;120;140;680
120811;2024;;;;;;;;;1500107;Abaetetuba;15;PA;1;1;1;1;1420;1383;1395;1408;563.7;569.8;560.6;547.5;ECEBDACAEDEBCCACDDCCDDEDDBCDBDBECCCDBDDEAADCB;CBCABEACCBBDACBBDECECAEDEEADEBDDDDADEDDADADBC;EEDECECBECADDAACEBDBDADECBDEDDDCDDDDCBEBADEED;CECBDEDEBCDACCADEDCCACAECEDCABEACBCEDAEDEABAB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;200;200;920
1168928;2024;52038181;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;1;1;1;1;1419;1385;1398;1407;564.1;612.6;582.9;568.1;BCCADCBEBBAECDCBDCCDDAECEEEDAEBCBABAEEBCDDCEE;CAEDEDDEEBCCEBACEAEADDDADAEDABBEEACACBBECDDAD;CBCDBDDBBDEECBDDAEEDADEEBCBECDBBCABDADCDDEECB;ECCAEEBAABDBDEACDCCDACBBBEADCDCDAEDBDEDCCDCCB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;200;120;160;120;720
1363412;2024;;;;;;;;;2613701;São Lourenço da Mata;26;PE;1;1;1;1;1419;1385;1398;1407;599.1;590.9;555.7;533.1;BCEADDCDDDACEEDDDACDACECBCEAABECCCCABEBDCAACD;CAEDBADBCBDCEDEDBAAABCCABEEAEBDCAAADCBABCCDCD;CA.ECBBABDEECEBDBACCABEEBCBEBCDBDBBDADECDCCCB;CDAABDBBCEADBDDAABCBAECABEADCABCCBAABECDEDACD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;120;100;600
2734267;2024;;;;;;;;;4313409;Novo Hamburgo;43;RS;1;1;1;1;1420;1383;1395;1408;487.1;532.6;569.8;391.8;EADBBCDABEEACBDDCCACCEEDCBBCBDBBEBBAEEEBDBDAB;BECDDEABACCDABDBAABDCBBDBEAAEAEAAEADEEBADABCE;CAAAEECBECCDDBBDEBDCDBBADBDEABECDADEACBDACDEA;DCBBCCCDCDABCBCCCCABABCCBDDCCBCBECBCBBADACDDC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;140;100;120;160;620
161159;2024;;;;;;;;;2917508;Jacobina;29;BA;1;1;1;1;1419;1385;1398;1407;493.1;531.1;511.9;480.1;BDBACDADECDCAEDBCEBDCAEEEADCBACBECAEEEBBACDDB;CAEEECDBBAECBDACEADADCBACEDDABDB*AAEAAEBADDED;BDADABABBDEECBDACADDDADEBCBCAABBCDEDDADDDEBED;DEBACCCBAADDEBCEDADBABCEABAACCEEADCDBDDABEDCE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;100;100;120;540
1348272;2024;;;;;;;;;5002704;Campo Grande;50;MS;1;1;1;1;1420;1383;1395;1408;486.7;538.9;565.4;376.9;EDEDCADEAEEBECDDDBECAADACDEAACBEEDECAACEBBDEC;CEDBCBCCEADDDCADABCDCABCEEADEABAEEACEEACCABEA;ACDDCECBECDEDABAEDDADBBDCBCBABDEDDDABBEAADEEB;ECCADBEDBABBCDDBACDEBCDBDEBCCDBBCDBBAABCCDEBE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;100;120;80;520
4239775;2024;;;;;;;;;3129806;Ibirité;31;MG;1;1;1;1;1419;1385;1398;1407;578.3;551.4;529.1;597;BCDACCACBDABDDDEDEBDBCBCBBEBBBAAADEAEEBBABCAB;AAEEABABEACDCDAADEEADCCDDAEAEBDEEACEDEDBACDCD;BDCEBDDAACEECBAADDDCADAEBEBBCBEBCAADBCDDAEBCB;DDCAADACEBCBEBCBADCDAACBAEBDABCBCAEBCACBDCABA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;120;80;100;100;480
1781463;2024;;;;;;;;;2312205;Santa Quitéria;23;CE;1;1;1;1;1420;1383;1395;1408;462.7;416.9;500.9;524.7;BAEBBBABADDBDCAAEEACCDCAABEAECEBCADEDCACBBAEC;BACABEBCECDBABEBAEEBEBCDCDBAEBBAEECDAEBCBACDC;ABCCDCEBEAADAAABECDCBABAEEECACAEDBEACBEBADECB;CCABBCACACAECEECBADBADBCCEDDCBAAEBCDBCBCECDAD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;160;120;140;140;700
2581753;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3894229;2024;;;;;;;;;3168606;Teófilo Otoni;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3317911;2024;41383761;4119400;Piraí do Sul;41;PR;2;2;1;4104907;Castro;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1944954;2024;;;;;;;;;3522505;Itapevi;35;SP;1;1;1;1;1420;1383;1395;1408;488.2;594.1;569.5;533.2;ECCBAEADADEBDDBACBDCDEDAAAEECCECCCBCDDBDBBDAC;CEEABEAEACADDEBADBCDCAACECACEAAAEEAAEE.EDACBD;CAAACEC.DCADDCBBEABCABBBCBDEADCEBBDECBACADEEA;DBBBBDDADEBBCCDDCCCCBAAEBAEBBEACCBDAD.DEBCACC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;140;120;100;140;600
1610464;2024;35015568;3508009;Buri;35;SP;2;1;1;3522406;Itapeva;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1423356;2024;;;;;;;;;2103000;Caxias;21;MA;1;1;1;1;1419;1385;1398;1407;533.4;575;550.8;575.2;DCAAEAABBBBCDEDDCEBDEBECEBCBBBEEACEADEADADCCD;EAAEDADBECBCEBABEAEABDAACEEDEEBBAACACBABCEBAD;DBADADDCDDEECBABEBDEADCDBCAE...BDEBDADDDDBECD;DCCACCBCCDCDAABCADCBBEEEDDCCBAEEEDCEDEACAEAAB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;120;160;160;760
200594;2024;52099385;5200258;Águas Lindas de Goiás;52;GO;1;1;1;5200258;Águas Lindas de Goiás;52;GO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1273277;2024;;;;;;;;;1507607;São Miguel do Guamá;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
274453;2024;;;;;;;;;2933208;Vera Cruz;29;BA;1;1;1;1;1421;1386;1397;1409;509.5;554.7;557.4;611.2;DCAEBEEBCCCAECBCBDBABDCBAEDECCDBEBAACEEDDDDDB;EDCDAAEDDBAECECAABADBEABBADDBEEEAABADBEEDCACB;AAEDBBBEDBDCEBDDBDBBCABBCACAACBDBADEDDAECBECB;CBAEDACADCBBEDDACDDCBCBACDEDDCBEBBDC*ADBDBBAB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;80;120;120;580
3227041;2024;;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;1424;1388;1400;1412;526.7;463.5;545.3;449;DEBDEEDACEBDEDDEBEDBEBCBDCDECDDCDBCEBEEBDDEED;ADCECDDECBEBCDEAEEADDEABCEDAD*EEAADEBDDD*EAAE;BAEEBCDEEBDEECDDBDBEDEDDDDCBADEDCCEEDEEECBECB;EDCAEAADCDBBEEABBABAADADDEEDEBEEBDAECCEECCECC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;140;120;40;600
3184432;2024;;;;;;;;;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3724333;2024;35908861;3518800;Guarulhos;35;SP;2;1;1;3518800;Guarulhos;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
445218;2024;26016010;2603900;Carnaíba;26;PE;2;1;1;2603900;Carnaíba;26;PE;1;1;1;1;1420;1383;1395;1408;534.9;397.6;451.6;405.1;BCABEACEDBEDCCBAACBDACBCECEABCBDCBDCCEDDABECB;CCEBADCCBCDBDEDCBDAEDBACBEBCCCDAECCCEBDECABDE;CEBDAECBAECCABBCDAEEDABDDEBDBACEDBEACDAEADABC;BCECACCDBEDBDBABACADADCEABECACDDACCDBBCEDBDBE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;100;140;80;560
4021787;2024;;;;;;;;;2900702;Alagoinhas;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3640891;2024;;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3133667;2024;11048247;1100338;Nova Mamoré;11;RO;2;1;1;1100106;Guajará-Mirim;11;RO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
930397;2024;;;;;;;;;1502103;Cametá;15;PA;1;1;1;1;1419;1385;1398;1407;415.3;510.5;521.4;374;DCDBACDDDDEBBDADCBEACDCCDBABACBDCBDAAADEBDCDC;CAEEDCDBEECCBDABEECBCDCBDECBCDDECAEDCBBADCBDD;BDADEBAAADEEACBABADEACCEBDBDEBEBCABDDDAEDCECB;BCEDCEBDCBADBCACCCDECBDCABBCACDEBABABEDBCDDBA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;100;120;0;460
2518572;2024;21231559;2112852;Vila Nova dos Martírios;21;MA;2;1;1;2105302;Imperatriz;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
781323;2024;42017670;4207502;Indaial;42;SC;2;1;1;4207502;Indaial;42;SC;0;1;1;0;;1386;1397;;;362.3;462;;;EBDBAEDBBADABEDAEDBEACDDABDCCAABDEDCBBACDEABC;ABCEDDBABDDCCBDDBDABDEDDAABEADCDCEEDDABCECACD;;1;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;120;180;120;120;80;620
