NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075
300000863423;2011;2;F;1;1;2;3;1;1;3511706;CHARQUEADA;35;SP;2;1;1;0;;;;3538709;PIRACICABA;35;SP;1;1;1;1;121;117;127;131;349.6;403.3;466.8;532.6;CDEABBABCBAEEABBCCCBEEDBCCBCADEBCDDBCECDDCBCC;ECACACCBABDDAACCDCDDCCEDBBBADDDEEABBDBDEBBEBB;ADEBEECDEDACCCDCCABDACABDDEEDAEECEDCBBBABDEBE;ECCACCBCCCCCCCCCCBCCBCCACEBDCCCECECECCECCEABC;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;120;100;100;140;100;560;4;E;E;E;B;A;B;A;4;0;5;5;5;A;B;B;B;B;A;B;B;B;16;5;5;4;5;B;A;A;F;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;B;A;A;B;B;A;A;D;A;C;A;A;D;D;B
300000868120;2011;16;F;1;1;4;5;1;;3304557;RIO DE JANEIRO;33;RJ;2;1;1;1;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;121;117;128;132;269;535;529.6;367.5;.............................................;EDEBAECEDBEBAEACECEDBCACEBCDCAEEABADEEBAACCBB;DCEACAAADBBBBAEEDABBDCDBEACCACBCBDEEBCCACBBEA;CEEBADADDEECDBEAAAEBEAEBEAEBDCABEDAABBEBABCEA;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;DEEDBDBDACDEADDDECBECAABCDADABCCEBEACBDEDACBACBEEA;EEABBCECEBCEEEECDABDACBEDDBBCCCADDCBCCDDCCECA;P;120;120;120;100;40;500;3;A;A;C;A;A;B;A;5;5;5;5;5;B;A;B;B;B;B;B;B;A;14;5;5;5;5;A;E;A;C;A;A;A;A;B;B;B;B;B;B;B;A;0;5;2;5;0;5;0;0;B;5;5;0;5;B;A;B;B;A;A;A;A;D;A;A;D;A;A;A;D;D;D;B
300000873612;2011;11;M;2;3;1;0;2;1;;;;;;;;0;;;;1302603;MANAUS;13;AM;1;1;1;1;121;117;127;131;526.5;570;512.9;648.5;CCBDDABDDCCAABDBCBABEEDADDDBAEABABBDDDEBCBDCD;EBEBAADEDBDAACCCECEBBCADADCD*DAEABEBBEDBEADBB;BECDEADADABDDCACBBEDACCBDADCEEADBCBADCCBBAEAE;EABACBECEDAEACDDEEBEDDBCBBDEDADBACBECCDADDCCE;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;120;140;140;120;100;620;3;E;E;D;D;C;B;A;2;5;5;5;2;A;A;B;B;B;A;B;B;D;21;2;5;0;5;C;B;A;B;A;B;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;A;D;A;D;A;A;D;D;B;A;D;D;D;A
300000862731;2011;13;F;1;2;1;0;2;1;;;;;;;;0;;;;2105302;IMPERATRIZ;21;MA;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;2;A;A;B;B;A;B;A;3;2;5;3;4;B;B;B;B;B;B;B;B;A;13;1;4;0;5;B;E;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;D;A;D;D;D;A;D;D;C;D;D;D;D;A
300000868433;2011;12;F;2;1;1;0;2;1;;;;;;;;0;;;;3507506;BOTUCATU;35;SP;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;C;E;D;D;C;B;A;0;5;5;5;5;A;A;B;A;B;A;B;B;E;13;5;5;0;5;B;A;A;C;B;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;B;B;B;A;A;A;A;A;A;A;A;A;A;D;D;D;A
300000867938;2011;9;M;1;3;1;8;1;1;;;;;;;;0;;;;2611606;RECIFE;26;PE;1;1;0;0;121;117;125;129;335.9;485.9;;;ACBCEAEBCCEECCACBADCDBEACDCBBCCCDDBEDBEECEBDA;ECECAEDDEBDAACADCCCBCEAAEDBAECCDACBDABBADBABA;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;2;E;E;C;A;A;B;A;5;2;5;5;4;B;B;B;B;B;B;B;B;A;20;2;5;2;5;A;A;C;C;B;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;B;A;A;A;D;A;A;D;D;B;A;D;A;D;A
300000868497;2011;2;F;1;3;3;8;1;;;;;;;;;0;;;;2927408;SALVADOR;29;BA;1;1;1;1;121;117;127;131;424.1;499;543.6;610.8;DBEABAABCCEAEABDEBDCECAEBACACCCBBECCEADDCBECC;EBAEAEAEDBCBACADECDDDCDECABACDDEABADBBCEADBBE;EADBCEDACDADCCECCBEDABAADBEEBABAACBCDCCEBCDAD;ECBACBCDAEBBBAABEEDBECEBCBBDCBDACEDECCDCEDBDC;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;120;100;120;100;40;480;5;E;C;C;A;A;B;B;;;;;;;;;;;;;;;;5;3;0;5;C;A;A;F;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;A;A;D;D;D;A;A;A;C;D;D;D;D;A
300000870818;2011;6;F;1;4;2;1;1;1;3106200;BELO HORIZONTE;31;MG;3;1;1;0;;;;3106200;BELO HORIZONTE;31;MG;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;B;B;D;B;C;B;A;5;5;5;5;5;B;B;B;B;B;B;B;A;E;14;5;5;5;5;C;A;A;C;B;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;B;A;B;D;D;A;A;D;D;C;D;D;D;D;A
300000862153;2011;1;M;1;1;3;8;1;;;;;;;;;0;;;;3534708;OURINHOS;35;SP;1;1;1;1;121;117;127;131;595.8;594.2;582.7;806.5;CCBABADDCDCAADEDBEBECBDECACBBBEDBACDDBABCBCCA;ECEBCCEEDBDAACADECABBEAECDCDDDAEADAABBCAEAABA;EEDBDCDECDADDCEEBDEDABCADDDCBDAAAEBDDDDABCEEE;EEBAEBBCEEEECBBDEECBCDDACBDDCADCCCCDCCBCACADD;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;160;140;140;160;100;700;3;F;G;G;A;A;B;B;;;;;;;;;;;;;;;;3;5;2;1;B;A;C;F;A;C;;;;;;;;;;;;;;;;;;;;;;;;B;B;B;B;C;C;C;B;C;D;B;A;B;C;A;D;D;A;C
300000868208;2011;4;M;1;1;1;0;2;3;;;;;;;;0;;;;4311809;MARAU;43;RS;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;5;E;E;F;B;A;A;A;4;0;5;5;2;B;B;B;B;B;B;B;B;D;15;4;5;4;5;C;A;B;C;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;B;B;A;A;A;A;A;A;A;C;A;D;A;D;B
300000868625;2011;2;F;1;1;2;8;1;1;5101902;BRASNORTE;51;MT;2;1;1;0;;;;5101902;BRASNORTE;51;MT;1;1;1;1;121;117;125;129;540.4;482.9;566.3;469;ACEEBCABBCAACAEDABACABDECACABBEBEEEBDEBBCBDCA;EDCECBCEEEDAACADDCDDBEDECDADCDCEEABBBBDAEDBDA;CEDCBEDDDAADECEECDACBABBEDAECEABADCCBEBACCAEE;EAEBDCCAABDCECAACDECBEDDEDACCBCBDECDBCADCEECE;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;160;160;160;160;140;780;3;E;E;D;B;A;B;A;5;0;5;5;5;B;B;B;B;B;A;B;B;E;13;5;5;5;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;D;A;D;D;A;A;A;D;B;A;D;D;D;A
300000863379;2011;10;F;1;3;1;0;1;1;;;;;;;;0;;;;2904605;BRUMADO;29;BA;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;E;D;C;B;A;B;A;3;0;5;5;3;A;A;A;B;B;A;B;B;B;19;3;5;5;5;B;A;B;D;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;A;B;D;A;A;A;A;A;D;A;B;A;D;D;D;A
300000864353;2011;14;F;1;3;1;0;2;1;;;;;;;;0;;;;3551009;SAO VICENTE;35;SP;1;1;1;1;121;117;126;130;582;498.1;565;473.1;CCEABDBBEBAADBBEDECCADDEDADDABEDEBAADABBCBDCD;EBEEAAAEDBEDADCCBAEBBCDEEEADCEDEAAADBBCABABCE;ABBACDBABEDDAAECDEBCBDEABCAEBAEDEEAACADBCCEAE;CBBEBCCBCEBDDAACCEEACEEDCDDACBBDEDBADAAAABBCD;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EDEDBDDBACDEDCEDDAAACBEBBADDACCECBAEDCBADEACBBCEAE;ABEEEBCEEBCECBADECEDBBCDACBEDBADCCDCDDCCECACC;P;120;140;120;120;60;560;5;B;A;E;D;C;B;A;1;5;5;3;5;A;A;B;B;B;B;B;B;D;25;2;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;D;A;D;D;A;D;A;A;A;D;D;D;A
300000864140;2011;2;M;1;1;2;0;1;1;;;;;;;;0;;;;3115508;CAXAMBU;31;MG;1;1;1;1;121;117;125;129;554;589.3;613.7;707.8;ACEABBABBECAEA.DCEACDBDECABDCBDADABBDEABECECA;EBABCADEEBBAACACECDBCCAECACDCBCEABADBBDEEAACE;BBDCAEDDDACDEBBECAACEABBDBAECEEAADCEBBEACBADC;BAECECCAABBCBECEABCEBDDDADADDBCCDBADCBDCCCADE;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;160;100;100;160;60;580;5;B;C;E;B;C;B;B;;;;;;;;;;;;;;;;5;5;5;5;B;A;B;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;D;D;A;A;A;A;D;D;B;A;D;D;D;B
300000864385;2011;12;F;1;0;1;6;1;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;2;E;C;F;F;B;B;A;5;3;5;5;5;B;B;B;A;A;B;A;A;C;25;5;5;1;3;A;A;B;B;A;C;;;;;;;;;;;;;;;;;;;;;;;;B;B;A;B;A;A;A;A;A;A;A;A;A;A;A;D;A;D;B
300000873420;2011;11;F;1;1;1;0;3;1;;;;;;;;0;;;;2909802;CRUZ DAS ALMAS;29;BA;1;1;1;1;121;117;125;129;355.6;506.4;508.4;490.7;CCACECBCBBECDDDBADDEDADBCBDDDECBADCBEADDCECCB;ECEECCEACDADEACDECEBDCADEECDCEAEADADCADECBBBA;CAACDDDBDACECDAEBDEBECEBDEAECBEADDCECBBABEEED;BBCABDDDEDECDECDACAECDBAABBAAEECABAACDDCBCADA;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;P;140;160;100;100;80;580;6;B;C;C;B;A;B;A;5;3;5;5;2;B;B;B;B;B;A;A;B;D;16;5;5;5;5;C;A;A;B;A;D;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;D;D;D;A;D;D;B;D;D;D;D;B
300000861117;2011;2;M;1;3;3;0;2;;;;;;;;;0;;;;2611606;RECIFE;26;PE;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;8;C;C;B;A;A;B;B;;;;;;;;;;;;;;;;5;5;5;5;D;A;A;F;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;A;A;A;D;D;A;A;D;A;B;D;D;D;D;A
300000861348;2011;15;M;1;3;2;0;2;1;1504208;MARABA;15;PA;2;1;1;1;;;;1504208;MARABA;15;PA;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;1;A;A;C;C;D;B;A;2;2;5;5;4;B;B;B;B;B;B;B;B;E;13;5;5;5;5;B;C;A;B;A;A;A;A;B;B;B;B;A;B;B;A;3;3;3;3;3;3;3;3;G;3;3;3;4;A;A;A;A;A;A;D;D;D;A;A;D;D;A;D;D;D;D;A
300000868881;2011;13;F;1;1;1;0;1;1;;;;;;;;0;SECRETARIA ESTADUAL - MS;50;MS;1721000;PALMAS;17;TO;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;B;C;D;C;C;B;A;5;5;5;5;5;B;B;B;B;B;B;B;B;D;15;5;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;A;A;A;A;A;A;D;A;A;A;D;D;D;A
300000866349;2011;10;F;1;2;1;7;1;1;;;;;;;;0;;;;5101258;ARAPUTANGA;51;MT;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;B;A;D;B;A;B;A;5;0;5;5;5;A;B;B;A;B;A;B;B;D;16;5;5;5;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;A;A;A;A;A;D;A;A;D;D;A;A;D;D;D;A
300000868945;2011;2;F;1;1;2;0;2;1;4217006;SAO LUDGERO;42;SC;2;1;1;0;;;;4202800;BRACO DO NORTE;42;SC;1;1;1;1;121;117;127;131;462.8;482.5;537.6;616.8;EABADBABCDCBEABCBBCECBDEDABDEECAEEBADDBACABCD;EDCEAACDCBDEAAADECEBDCDEECADCEDCACBDBBDECABDB;CBEBCCDEABAADCABCEEDACCBEDCECEBDAEBCDCCAABEAE;EBBACBCBACAEBAAEEECDDDBEBCDDCADCDBACCCCBDABEB;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDDBDCAEDECDADDCAABBEDACBADECCEABDAEBCDCBABCEAE;EEBACBBCEEEECABDEECBCDBACBDEDADCCBCDCCECACCDD;P;120;120;80;120;120;560;5;B;C;E;A;A;B;B;;;;;;;;;;;;;;;;4;5;4;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;B;A;A;D;A;A;A;A;A;D;A;A;D;D;D;A
300000861411;2011;8;M;1;1;1;1;1;1;;;;;;;;0;;;;4106902;CURITIBA;41;PR;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;4;E;G;G;E;A;B;A;5;3;5;5;5;B;B;A;A;B;B;B;A;E;16;5;5;5;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;A;C;B;B;B;C;A;A;A;B;C;B;D;A;D;B
300000873347;2011;9;M;1;1;1;0;2;1;;;;;;;;0;;;;5107602;RONDONOPOLIS;51;MT;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;C;C;C;A;C;B;A;5;5;5;5;5;B;A;B;B;B;B;B;B;A;19;5;5;5;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;D;D;D;D;A;A;A;D;B;D;D;D;D;B
300000866360;2011;3;M;1;2;2;6;1;2;;;;;;;;1;;;;5107602;RONDONOPOLIS;51;MT;1;1;1;1;121;117;126;130;466.8;492;488.8;529.5;BCEBBAADBECBEBDBBBCDBAACADBCCBCDECADDBBBCDCCA;EDEEDAEEBBDCACCDEAADBCAECEADDEADABEBBBDDCEABD;ADEAAEBADCBDADACABBECADACECBDCEBCEEADACDCCBEE;DBCECBEBCDAABEDCECADBBDDDBBAEDEDCCADBEACBCAEB;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EDEDBDDBACDEDCEDDAAACBEBBADDACCECBAEDCBADEACBBCEAE;ABEEEBCEEBCECBADECEDBBCDACBEDBADCCDCDDCCECACC;P;100;80;100;80;80;440;4;I;E;D;B;A;B;A;4;3;5;5;5;B;B;A;B;B;A;B;B;E;17;5;5;5;5;B;A;A;C;A;A;B;;;;;;;;;A;0;0;0;0;0;0;0;0;C;5;5;4;5;A;A;A;A;B;B;A;A;D;A;A;D;D;C;D;D;D;D;A
300000864545;2011;7;M;1;1;1;8;1;1;;;;;;;;0;;;;2406106;JUCURUTU;24;RN;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;2;G;D;C;A;A;B;B;;;;;;;;;;;;;;;;4;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;A;A;A;A;A;A;D;D;B;A;D;A;D;A
300000860965;2011;7;M;1;1;1;0;3;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;1;E;E;D;C;C;B;A;5;0;5;5;5;B;B;B;B;B;B;A;B;E;18;5;5;0;5;C;A;B;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;A;B;A;A;D;A;D;A;A;D;A;A;D;D;D;D;A
300000862297;2011;10;M;1;3;1;0;2;1;;;;;;;;0;;;;2611606;RECIFE;26;PE;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;12;F;E;D;C;A;B;A;0;0;2;2;5;B;B;A;A;B;A;A;A;E;18;2;5;0;5;C;A;C;C;A;C;;;;;;;;;;;;;;;;;;;;;;;;A;B;A;A;A;A;D;A;A;D;A;D;D;B;D;D;D;D;A
300000870535;2011;3;F;1;1;1;0;3;1;;;;;;;;0;;;;2311801;RUSSAS;23;CE;0;0;0;0;121;117;125;129;;;;;;;;;0;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;B;B;B;A;A;A;A;1;0;5;5;0;A;B;B;B;B;A;B;B;B;16;0;5;0;5;B;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;B;A;B;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A
300000866637;2011;10;M;1;1;2;1;1;3;2609600;OLINDA;26;PE;2;1;1;0;;;;2609600;OLINDA;26;PE;0;0;0;0;121;117;125;129;;;;;;;;;1;DCEACDBECBCAEBACBEAECEDEDAABDBEDBBDDDCABCBDCA;EDEBCEAEDBDAACACECDBBCACEDCDCBAEADADBBDDEAABA;EEDBDBDDCAEDDDACDEBBECAACDABADBAECCEADDCEBCBACBAEE;BAEEECCEEEBCBECEBADCBDBEADCDBDCCCBADCAECCCCDD;F;0;0;0;0;0;0;3;I;B;C;B;A;B;B;;;;;;;;;;;;;;;;1;2;5;0;E;D;A;D;D;A;;;;;;;;;;;;;;;;;;;;;;;;B;B;B;B;A;D;A;D;D;D;A;D;D;A;D;D;D;D;A
